period,atmid,layout,value_unit_published,atm_onsite,atm_offsite,pos_online,pos_offline,cc_cards,cc_atm_vol,cc_pos_vol,cc_atm_val,cc_pos_val,dc_cards,dc_atm_vol,dc_pos_vol,dc_atm_val,dc_pos_val,atm_online,atm_offline,micro_atm,bharat_qr,pos,upi_qr,cc_ecom_vol,cc_ecom_val,cc_other_vol,cc_other_val,dc_ecom_vol,dc_ecom_val,dc_other_vol,dc_other_val,dc_cashpos_vol,dc_cashpos_val,cc_atm_val_mn,cc_pos_val_mn,dc_atm_val_mn,dc_pos_val_mn,cc_ecom_val_mn,cc_other_val_mn,dc_ecom_val_mn,dc_other_val_mn,dc_cashpos_val_mn
2024-03,157,C26,thousand,126116.0,92699.0,,,101802736.0,883449.0,180004266.0,4456568.169179997,603781571.6728393,964919399.0,552862640.0,116377339.0,2767138388.535239,293090056.61081034,,,1755119.0,6250196.0,8902926.0,343492584.0,163932278.0,1040804761.8012307,1232.0,4432.109,42968320.0,152138019.29573,129481.0,2261398.02029,51394.0,49858.70009000001,4456.568169179997,603781.5716728393,2767138.3885352393,293090.05661081034,1040804.7618012307,4.4321090000000005,152138.01929573,2261.3980202899997,49.85870009000001
2024-04,158,C26,thousand,126593.0,91826.0,,,102539752.0,906622.0,184335568.0,4577120.045399999,619820115.7767572,950944926.0,520760143.0,112631252.0,2644567274.117899,300222066.0056203,,,1743533.0,6072780.0,8838746.0,559720407.0,159814521.0,945158554.837172,610.0,5108.281779999999,39111034.0,136814249.6785001,119186.0,2074603.2852200011,50233.0,50192.43689,4577.120045399999,619820.1157767572,2644567.274117899,300222.0660056203,945158.554837172,5.1082817799999996,136814.24967850008,2074.603285220001,50.192436889999996
2024-05,159,C26,thousand,126741.0,90591.0,,,103300377.0,863202.0,190657554.0,4408348.880329998,638311655.839735,956598286.0,513352410.0,111434556.0,2587849798.5577593,297717125.7556303,,,1569099.0,6120597.0,8804112.0,569084478.0,169476905.0,1011234943.1138395,1204.0,6038.518,38828237.0,135878616.00484982,118834.0,2053923.4038899997,30889.0,30227.158009999996,4408.348880329998,638311.6558397351,2587849.7985577593,297717.1257556303,1011234.9431138395,6.038518,135878.6160048498,2053.92340389,30.227158009999997
2024-06,160,C26,thousand,126772.0,90142.0,,,103813018.0,828592.0,189539729.0,4255898.44071,594171881.4986676,962423990.0,504581442.0,106357519.0,2538439036.498729,276294974.162604,,,1524658.0,6164285.0,8966994.0,577015207.0,168408976.0,994044057.5921023,750.0,5074.711499999999,35922874.0,134408620.70479995,113155.0,1885030.4846799998,26770.0,27535.317839999996,4255.89844071,594171.8814986676,2538439.036498729,276294.97416260396,994044.0575921023,5.074711499999999,134408.62070479995,1885.0304846799997,27.535317839999998
2024-07,161,C26,thousand,127123.0,89229.0,,,104568437.0,853592.0,197093825.0,4333066.718189999,622840861.7312659,963202289.0,504014444.0,106857603.0,2489676959.302681,285997562.39621025,,,1478495.0,6186837.0,8971653.0,585113612.0,186684752.0,1103857652.5760384,960.0,3540.8999999999996,38680230.0,159656539.7780796,117996.0,1992569.7460100001,26880.0,26836.702900000004,4333.06671819,622840.8617312659,2489676.959302681,285997.56239621027,1103857.6525760384,3.5408999999999997,159656.5397780796,1992.5697460100002,26.836702900000006
2024-08,162,C26,thousand,127395.0,88056.0,,,105424368.0,845953.0,202395092.0,4337892.454120001,630480566.9140102,968549216.0,512853446.0,106139893.0,2537034512.74743,293456045.9911505,,,1449541.0,6397044.0,9300689.0,591292586.0,187653569.0,1051358034.2986068,663.0,3325.19684,35990011.0,140096558.3700698,114985.0,1865740.54736,28487.0,28192.84722000001,4337.892454120001,630480.5669140102,2537034.51274743,293456.0459911505,1051358.0342986067,3.3251968400000003,140096.5583700698,1865.74054736,28.19284722000001
2024-09,163,C26,thousand,127929.0,87838.0,,,106103318.0,801850.0,197805269.0,4173252.1324599995,608570912.7191105,973281885.0,492217655.0,99504958.0,2439295322.0866675,257769046.89455,,,1452891.0,6416121.0,9342792.0,607078667.0,194354982.0,1153445424.3904755,2114.0,4202.00771,35749253.0,141462193.56769994,109833.0,1783838.2753399995,25466.0,25482.639020000002,4173.252132459999,608570.9127191105,2439295.3220866676,257769.04689455,1153445.4243904755,4.20200771,141462.19356769996,1783.8382753399994,25.482639020000004
2024-10,164,C26,thousand,128886.0,87322.0,,,106889655.0,831826.0,219672648.0,4442560.18156,792928079.0197004,980910678.0,551523295.0,106016989.0,2840761474.9803624,320913954.6909004,,,1450704.0,6431243.0,9509265.0,616851592.0,213517916.0,1224953969.7258286,23222.0,7001.412,36584271.0,145508267.10493,116146.0,1875290.71976,28011.0,31646.61585,4442.56018156,792928.0790197004,2840761.4749803627,320913.9546909004,1224953.9697258286,7.001412,145508.26710493,1875.29071976,31.64661585
2024-11,165,C26,thousand,129028.0,86359.0,,,107239710.0,775045.0,203602021.0,4095093.6750699994,682334313.6734505,979571767.0,473461480.0,91624242.0,2404705907.8417716,266766797.67927992,,,1451783.0,6359691.0,9690872.0,626179913.0,189856551.0,1010617266.8011702,145174.0,30054.924030000002,31461770.0,121651675.8192,102956.0,1681595.7809499996,26920.0,29348.814580000002,4095.0936750699993,682334.3136734505,2404705.907841772,266766.79767927993,1010617.2668011703,30.054924030000002,121651.6758192,1681.5957809499996,29.348814580000003
2024-12,166,C26,thousand,128485.0,85913.0,,,108055905.0,811611.0,224003238.0,4292403.27926,730483766.374841,990948054.0,492354062.0,96450208.0,2511606435.4064074,276089698.36413026,,,1476237.0,6382626.0,10000549.0,633529503.0,208406196.0,1148932236.5952096,440069.0,78210.33202,31450542.0,128139198.74957997,109055.0,1759580.1199999994,26269.0,29999.56879,4292.40327926,730483.766374841,2511606.4354064073,276089.6983641303,1148932.2365952097,78.21033202000001,128139.19874957997,1759.5801199999994,29.99956879
2025-01,167,C26,thousand,130902.0,85804.0,,,108873184.0,779153.0,217743317.0,4123901.72718,694294042.210711,982039277.0,488353232.0,91091391.0,2506460607.302061,259987962.1737199,,,1473899.0,6443092.0,10352730.0,640164702.0,212193992.0,1146850748.0076308,635076.0,116861.51800000001,30470254.0,127934625.18443002,107782.0,1711061.6676199997,24327.0,27679.510189999997,4123.90172718,694294.042210711,2506460.6073020613,259987.96217371992,1146850.748007631,116.86151800000002,127934.62518443003,1711.0616676199998,27.67951019
2025-02,168,C26,thousand,132059.0,84777.0,,,109315356.0,684455.0,199995593.0,3697634.5731899994,621249130.8808897,985676745.0,447376890.0,80342355.0,2344079628.1530757,232162171.97540006,,,1467966.0,6548149.0,10717514.0,649691280.0,196284815.0,1050707807.5187099,678682.0,122706.553,27813305.0,109529321.82357985,94042.0,1448941.75266,19281.0,21360.3315,3697.6345731899996,621249.1308808897,2344079.628153076,232162.17197540007,1050707.80751871,122.706553,109529.32182357986,1448.94175266,21.3603315
2025-03,169,C26,thousand,131323.0,83518.0,,,109884686.0,743191.0,230266329.0,4101395.938731001,714730077.1716015,990812421.0,495721528.0,89581561.0,2625397946.665957,258180395.94479024,,,1481883.0,6718039.0,11098051.0,657929517.0,227565189.0,1300057487.548498,818905.0,151420.27789,30622450.0,130773576.59237981,97940.0,1592844.15492,19075.0,20745.01903,4101.3959387310015,714730.0771716016,2625397.946665957,258180.39594479025,1300057.487548498,151.42027789,130773.57659237982,1592.84415492,20.745019029999998
2025-04,170,C26,thousand,131265.0,82526.0,,,110437069.0,686493.0,228140764.0,3727257.2910100007,678992925.2806098,995983731.0,457805976.0,87530236.0,2434935535.80905,261874888.8136502,,,1473668.0,6663778.0,11283266.0,662384943.0,221275020.0,1163224296.015139,854442.0,156864.76193002285,29478270.0,117862833.24704003,84978.0,1393438.30998,14548.0,14252.6217,3727.2572910100007,678992.9252806099,2434935.5358090503,261874.8888136502,1163224.2960151392,156.86476193002287,117862.83324704003,1393.43830998,14.2526217
2025-05,171,C26,thousand,134809.0,81162.0,,,111049553.0,670129.0,235914154.0,3701259.9449199997,696074160.4835199,1000369817.0,457987566.0,86156629.0,2449449083.287087,247354380.78033006,,,1478043.0,6642075.0,11581161.0,669729906.0,230745664.0,1202052736.0140886,1033673.0,189531.77800000002,28805524.0,120964648.05769,84674.0,1465297.0460100002,12800.0,12621.420320000005,3701.2599449199997,696074.1604835199,2449449.083287087,247354.38078033007,1202052.7360140886,189.53177800000003,120964.64805768999,1465.2970460100003,12.621420320000006
2025-06,172,C26,thousand,131169.0,78801.0,,,110969493.0,628066.0,233869565.0,3448545.70216,674677887.2128396,1005180283.0,435858139.0,81289624.0,2287346695.8159156,230792378.88772884,,,1459218.0,6699048.0,11782954.0,678160811.0,223606182.0,1155976975.2314992,1234386.0,226492.93,27210465.0,122547768.89241995,71982.0,1293974.99526,11475.0,10832.765899999999,3448.54570216,674677.8872128396,2287346.6958159157,230792.37888772885,1155976.9752314992,226.49293,122547.76889241995,1293.97499526,10.832765899999998
2025-07,173,C26,thousand,131223.0,76840.0,,,111807972.0,662973.0,243275291.0,3616171.8552899994,703803113.2304705,1012727337.0,444765520.0,83219175.0,2317224285.385607,239211901.06991005,,,1466668.0,6641351.0,11913080.0,688030939.0,241322355.0,1234403844.9683187,1583475.0,287200.429,28764405.0,140662220.74784982,77390.0,1500947.3221100003,10595.0,10373.780940999999,3616.1718552899993,703803.1132304706,2317224.285385607,239211.90106991006,1234403.8449683187,287.200429,140662.22074784982,1500.9473221100004,10.373780941
2025-08,174,C26,thousand,130897.0,76122.0,,,112495592.0,671163.0,250162542.0,3656376.2665900006,727533230.4528202,1018042450.0,460136709.0,84359478.0,2388831511.349514,246628177.12947008,,,1471422.0,6573082.0,11964613.0,697747231.0,241618661.0,1183810974.627187,1795973.0,354787.56652,27641922.0,125993029.85508995,78872.0,1441900.2638699997,10137.0,10156.62181,3656.376266590001,727533.2304528202,2388831.511349514,246628.17712947007,1183810.974627187,354.78756652,125993.02985508995,1441.9002638699997,10.15662181
2025-09,175,C26,thousand,131664.0,75047.0,,,113507240.0,668889.0,241614615.0,3688141.51564,725438997.95661,1024808790.0,437090119.0,77755830.0,2297133845.2498555,227726759.10043007,,,1459945.0,6070528.0,12116102.0,708974740.0,251718295.0,1441177813.6440434,1907738.0,453096.0526,26904171.0,138542744.8291899,79030.0,1487486.8550000002,9740.0,12202.583939999999,3688.14151564,725438.9979566099,2297133.8452498554,227726.75910043006,1441177.8136440434,453.0960526,138542.7448291899,1487.4868550000003,12.202583939999998
2025-10,176,C26,thousand,132454.0,74923.0,,,114133565.0,711645.0,260941537.0,4038788.7344699986,883569958.3516202,1027150225.0,463633544.0,82878827.0,2503214543.2638454,291035293.00946015,,,1464566.0,6047707.0,12308241.0,717433868.0,255272591.0,1258196081.409207,2075421.0,536969.7558,26666791.0,128881344.02702995,78957.0,1513486.7608699999,12577.0,19953.59247,4038.788734469999,883569.9583516202,2503214.5432638456,291035.29300946015,1258196.081409207,536.9697558,128881.34402702995,1513.48676087,19.95359247
2025-11,177,C26,thousand,133339.0,74457.0,,,115001607.0,671955.0,253839650.0,3784610.2901299996,756398667.8829898,1031703169.0,438022645.0,76331463.0,2340545562.008082,227541232.68064,,,1427193.0,5952557.0,11253425.0,728199555.5,246854090.0,1130994463.9097593,2290438.0,596967.10374,24803398.0,112368984.27477002,76453.0,1523648.7332600004,12269.0,19892.08224,3784.6102901299996,756398.6678829897,2340545.562008082,227541.23268064,1130994.4639097594,596.9671037400001,112368.98427477002,1523.6487332600004,19.89208224
2025-12,178,C26,thousand,133729.0,73756.0,,,115791713.0,696197.0,272631988.0,3931494.954559999,784764838.5398102,1034345867.0,444401793.0,79435329.0,2389248010.9977727,245990961.75711018,,,1414547.0,5890220.0,11474672.0,731365285.0,264617358.0,1261427802.3313792,2584779.0,673423.65048,25407654.0,125123229.69110985,81047.0,1629609.42376,11876.0,19588.618499999997,3931.4949545599993,784764.8385398102,2389248.0109977727,245990.96175711017,1261427.8023313791,673.42365048,125123.22969110985,1629.60942376,19.588618499999995
2026-01,179,C26,thousand,134085.0,73830.0,,,116652407.0,696751.0,267494799.0,3940422.6840100004,759878304.2207009,1037756960.0,441200393.0,77319529.0,2391720253.5244603,255130178.89031,,,1391526.0,5843742.0,11545210.0,738380380.0,269357903.0,1230212507.9834971,2858573.0,757848.1071900977,24429856.0,122790554.87730975,80114.0,1646177.8792200002,12351.0,19006.1829,3940.4226840100005,759878.3042207009,2391720.2535244604,255130.17889031,1230212.507983497,757.8481071900977,122790.55487730975,1646.1778792200002,19.0061829
2026-02,180,C26,thousand,135004.0,73830.0,,,117704486.0,635396.0,243400333.0,3642662.62433,674354049.5711297,1041766655.0,414511705.0,68976589.0,2302417304.5449705,218617996.05458,,,1389518.0,5897360.0,11664877.0,754203742.0,247563894.0,1097808697.281221,2831265.0,757081.5905800001,22661665.0,111099285.44747992,73930.0,1628965.14519,10737.0,16748.559400000002,3642.66262433,674354.0495711297,2302417.3045449704,218617.99605458,1097808.697281221,757.0815905800001,111099.28544747992,1628.9651451900002,16.7485594
2026-03,181,C26,thousand,135638.0,73693.0,,,118633677.0,707718.0,284035391.0,4075917.5651500006,784704541.8646404,1044568658.0,443999321.0,74932391.0,2484190349.075854,243464507.50784996,,,1389878.0,5633027.0,11769361.0,761217394.0,290096794.0,1409340082.2848117,3344310.0,902284.3205500001,26307005.0,134339503.43171978,78017.0,1679902.8161,9984.0,17028.89485,4075.917565150001,784704.5418646404,2484190.349075854,243464.50750784998,1409340.0822848117,902.2843205500001,134339.5034317198,1679.9028160999999,17.02889485
2026-04,182,C26,thousand,136126.0,73857.0,,,119459156.0,640468.0,275556024.0,3651054.3719200008,738346872.1107402,1023670375.0,410322715.0,71805490.0,2298494676.1051707,242694251.03492013,,,1367989.0,5617011.0,11447440.0,770829198.0,280555128.0,1233461031.848219,3416277.0,929726.63792,25634769.0,124650873.16642982,74041.0,1682311.01254,8093.85,15112.48534,3651.054371920001,738346.8721107402,2298494.676105171,242694.25103492013,1233461.031848219,929.72663792,124650.87316642982,1682.31101254,15.11248534
2026-05,183,C26,thousand,136150.0,73964.0,,,120454115.0,641544.0,290363554.0,3664229.1499399994,760951304.28139,1027908313.0,415255096.0,73778865.0,2300884800.99597,221870862.39473984,,,1358241.0,5604866.0,11525276.0,779765356.0,296723746.0,1261795644.4158044,8414225.0,4673773.40356,26007412.0,130497684.79929961,75310.0,1835860.5032199996,7941.0,14803.924170000002,3664.2291499399994,760951.3042813899,2300884.8009959697,221870.86239473984,1261795.6444158044,4673.77340356,130497.68479929962,1835.8605032199996,14.803924170000002
2026-06,184,C26,thousand,136307.0,73426.0,,,121590832.0,630401.0,285564493.0,3565214.606999999,742620678.0216105,1031865943.0,398428828.0,71256313.0,2163585426.6458607,216918580.67743984,,,1336732.0,5265815.0,9922126.0,792573747.0,292076805.0,1269994646.4014344,3617787.0,1001415.46159,25759460.0,133982406.10863975,77244.0,2084695.99073,6797.0,12271.786489999999,3565.214606999999,742620.6780216105,2163585.4266458605,216918.58067743984,1269994.6464014344,1001.41546159,133982.40610863976,2084.69599073,12.271786489999998
2026-07,185,C26,thousand,136337.0,73475.0,,,122857894.0,652976.0,293733617.0,3721795.2163500004,757403698.5395995,1033310864.0,405201006.0,74121309.0,2193082921.7017107,221758106.69327983,,,1328246.0,5269442.0,10027614.0,803047590.0,307698073.0,1323389557.3255782,3834990.0,1063731.3754500002,27352284.0,155158430.6156098,82338.0,2408071.4158700006,6086.0,11595.12255,3721.7952163500004,757403.6985395995,2193082.9217017107,221758.10669327984,1323389.5573255783,1063.73137545,155158.4306156098,2408.0714158700007,11.595122550000001
