start_date,bank_names,no_atms_on_site,no_atms_off_site,no_pos_on_line,no_pos_off_line,no_credit_cards,no_credit_card_atm_txn,no_credit_card_pos_txn,no_credit_card_atm_txn_value_in_mn,no_credit_card_pos_txn_value_in_mn,no_debit_cards,no_debit_card_atm_txn,no_debit_card_pos_txn,no_debit_card_atm_txn_value_in_mn,no_debit_card_pos_txn_value_in_mn,bank_type,bank_name_published
2013-09-01,ANDHRA BANK,709.0,610.0,2272.0,0.0,129043.0,8374.0,154228.0,35.9,318.4,8873412.0,9709405.0,623331.0,19910.3,699.9,Public Sector Banks,Andhra Bank
2013-09-01,BANK OF BARODA,2776.0,1325.0,6807.0,0.0,70926.0,1290.0,97505.0,4.2,229.6,11604384.0,9868349.0,1323830.0,38895.02953531,1472.81521645,Public Sector Banks,Bank of Baroda
2013-09-01,BANK OF INDIA,1545.0,1360.0,2276.0,499.0,115868.0,7529.0,98550.0,49.2,259.9,15286558.0,13735811.0,1295243.0,31534.8,1307.1,Public Sector Banks,Bank of India
2013-09-01,BANK OF MAHARASHTRA,583.0,317.0,23.0,0.0,21556.0,245.0,31984.0,0.93353097,68.18146191,3911378.0,3392976.0,423305.0,8374.31055,449.67274063,Public Sector Banks,Bank of Maharashtra
2013-09-01,CANARA BANK,2028.0,1977.0,1002.0,0.0,63669.0,10679.0,61246.0,51.5,156.7,11603957.0,12634070.0,999566.0,34581.9,1443.1,Public Sector Banks,Canara Bank
2013-09-01,CENTRAL BANK OF INDIA,1742.0,1391.0,0.0,0.0,58465.0,272.0,52560.0,1.7999999999999998,210.2,5651581.0,13763958.0,265357.0,36107.1,493.4,Public Sector Banks,Central Bank of India
2013-09-01,CORPORATION BANK,1052.0,701.0,14111.0,0.0,78435.0,905.0,63372.0,4.8,144.9,5537235.0,3367855.0,624235.0,11823.3,842.51762156,Public Sector Banks,Corporation Bank
2013-09-01,DENA BANK,645.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2228546.0,2347159.0,172604.0,7735.170556000001,201.89396,Public Sector Banks,Dena Bank
2013-09-01,INDIAN BANK,1205.0,402.0,0.0,0.0,56843.0,2921.0,76703.0,10.695676,173.19,7408049.0,11002067.0,746615.0,25318.4,763.5,Public Sector Banks,Indian Bank
2013-09-01,INDIAN OVERSEAS BANK,1358.0,791.0,490.0,,45729.0,2868.0,26411.0,4.9,64.5,4739524.0,4001699.0,418753.0,13157.8,742.8,Public Sector Banks,Indian Overseas Bank
2013-09-01,ORIENTAL BANK OF COMMERCE,1320.0,377.0,1472.0,0.0,0.0,0.0,0.0,0.0,0.0,4558999.0,4192821.0,386283.0,15590.488,435.107,Public Sector Banks,Oriental Bank of Commerce
2013-09-01,PUNJAB AND SIND BANK,322.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367072.0,236404.0,832.0,909.8,2.2,Public Sector Banks,Punjab and Sind Bank
2013-09-01,PUNJAB NATIONAL BANK,3160.0,3417.0,10157.0,0.0,121195.0,2178.0,160141.0,9.3128304,318.50600973,22998562.0,19279083.0,1744353.0,74054.87337041,3230.87798718,Public Sector Banks,Punjab National Bank
2013-09-01,STATE BANK OF BIKANER AND JAIPUR,691.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5690723.0,7506904.0,300412.0,20179.9,234.9,Public Sector Banks,State Bank of Bikaner & Jaipur
2013-09-01,STATE BANK OF HYDERABAD,1178.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8482630.0,13572193.0,455069.0,34011.8,614.9,Public Sector Banks,State Bank of Hyderabad
2013-09-01,STATE BANK OF INDIA,18355.0,14422.0,104615.0,,2720066.0,36709.0,5271901.0,176.95991606,12350.08485691,123901000.0,193398000.0,12598000.0,528522.9,14999.6,Public Sector Banks,State Bank of India
2013-09-01,STATE BANK OF MYSORE,615.0,263.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,3380166.0,5392399.0,208313.0,13017.8,387.4,Public Sector Banks,State Bank of Mysore
2013-09-01,STATE BANK OF PATIALA,731.0,276.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0,4210777.0,4369294.0,158766.0,12839.136682,213.566388,Public Sector Banks,State Bank of Patiala
2013-09-01,STATE BANK OF TRAVANCORE,702.0,332.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,7597047.0,8108072.0,392165.0,25473.698142,776.7785564000001,Public Sector Banks,State Bank of Travancore
2013-09-01,SYNDICATE BANK,1158.0,205.0,857.0,0.0,67896.0,1661.0,52863.0,7.110612,108.019246,5875537.0,7404520.0,323509.0,18588.53039,500.636511,Public Sector Banks,Syndicate Bank
2013-09-01,UCO BANK,1191.0,577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3579518.0,3169599.0,371636.0,11979.4,427.6,Public Sector Banks,UCO Bank
2013-09-01,UNION BANK OF INDIA,2820.0,2517.0,4349.0,0.0,49729.0,823.0,54401.0,3.5,144.5,10779383.0,9816138.0,678946.0,29922.9,951.6,Public Sector Banks,Union Bank of India
2013-09-01,UNITED BANK OF INDIA,490.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2620577.0,2480341.0,223867.0,9508.1,339.20000000000005,Public Sector Banks,United Bank of India
2013-09-01,VIJAYA BANK,797.0,204.0,1457.0,0.0,53963.0,4389.0,166171.0,24.565043000000003,343.742364,3086330.0,2702524.0,200931.0,8180.083427,469.397937,Public Sector Banks,Vijaya Bank
2013-10-01,AMERICAN EXPRESS BANKING CORPORATION,0.0,0.0,21218.0,0.0,641210.0,5354.0,1847073.0,38.053,16135.1718544929,0.0,0.0,0.0,0.0,0.0,Foreign Banks,American Express Bkg. Corp.
2013-10-01,BARCLAYS BANK PLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4600.0,715.0,316.0,4.156197720000001,1.3308124199999998,Foreign Banks,Barclays Bank
2013-10-01,CITI BANK,56.0,569.0,16531.0,0.0,2399652.0,41914.0,8316930.0,283.09977200000003,22688.540639,1782605.0,3699391.0,1907809.0,12813.779755,4242.01167,Foreign Banks,Citibank
2013-10-01,DBS INDIA BANK LTD,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14422.0,66008.0,7777.0,173.6,16.299999999999997,Foreign Banks,DBS Ltd.
2013-10-01,DEUTSCHE BANK LTD,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75079.0,202925.0,95309.0,828.456126,199.6105253,Foreign Banks,Deutsche Bank
2013-10-01,HSBC LTD,70.0,75.0,11596.0,5354.0,500132.0,4234.0,1097441.0,30.32358692,3325.4932385898924,602513.0,500364.0,142101.0,2311.92876518,466.52229057000005,Foreign Banks,HSBC
2013-10-01,ROYAL BANK OF SCOTLAND N V,21.0,80.0,0.0,0.0,82749.0,600.0,146594.0,4.43709853,437.841329,166864.0,313800.0,101560.0,1337.621311,203.89427275,Foreign Banks,RBS (ABN AMRO)
2013-10-01,STANDARD CHARTERED BANK LTD,104.0,175.0,0.0,0.0,1223747.0,3264.0,2443865.0,13.6,8299.0,729384.0,1424252.0,659749.0,5200.8,1243.1,Foreign Banks,Standard Chartered Bank
2013-10-01,AXIS BANK LTD,2414.0,9478.0,238904.0,0.0,1227538.0,14761.0,2440814.0,52.121877520000005,8088.64437701,13214787.0,29193369.0,4913204.0,123326.93828399,7910.12097702,Private Sector Banks,Axis Bank Ltd.
2013-10-01,CITY UNION BANK LTD,353.0,509.0,2570.0,0.0,0.0,0.0,0.0,0.0,0.0,1115585.0,1642058.0,182538.0,5557.31,223.50000000000003,Private Sector Banks,City Union Bank Ltd
2013-10-01,CSB BANK LTD,159.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526859.0,299167.0,14959.0,800.9832223,34.85481275,Private Sector Banks,Catholic Syrian Bank Ltd.
2013-10-01,DCB BANK LTD,98.0,147.0,572.0,0.0,2980.0,447.0,5774.0,2.5,12.5,166186.0,373875.0,57037.0,1583.6,103.2,Private Sector Banks,Development Credit Bank Ltd.
2013-10-01,DHANALAXMI BANK LTD,178.0,218.0,0.0,0.0,2914.0,6.0,5867.0,0.016,14.4,792628.0,447273.0,54941.0,1616.6999999999998,87.3,Private Sector Banks,Dhanalaxmi Bank Ltd.
2013-10-01,FEDERAL BANK LTD,873.0,405.0,8447.0,0.0,0.0,0.0,0.0,0.0,0.0,3498244.0,3532472.0,406355.0,15250.899999999998,679.8,Private Sector Banks,Federal Bank Limited
2013-10-01,HDFC BANK LTD,4634.0,6616.0,221100.0,0.0,5078034.0,74692.0,14143046.0,514.6269756,39176.74794981,17069491.0,32551612.0,8870976.0,140779.96024088003,13905.109164339998,Private Sector Banks,HDFC Bank Ltd.
2013-10-01,ICICI BANK LTD,3666.0,7469.0,227509.0,9315.0,3042232.0,7263.0,6433087.0,36.3,14690.8,20686662.0,33219639.0,9080921.0,148674.19999999998,15006.5,Private Sector Banks,ICICI Bank Ltd.
2013-10-01,IDBI BANK LTD,1013.0,971.0,14392.0,0.0,0.0,0.0,0.0,0.0,0.0,6040614.0,7623928.0,1170806.0,30388.171391589996,1681.3503030131997,Private Sector Banks,IDBI Ltd.
2013-10-01,INDUSIND BANK LTD,476.0,562.0,167.0,0.0,258438.0,814.0,486237.0,4.6,1861.6,1415118.0,1500091.0,247669.0,6212.0,412.7000000000001,Private Sector Banks,IndusInd Bank Ltd
2013-10-01,ING VYSYA BANK LTD,270.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251960.0,2449663.0,218700.0,6944.9,468.4,Private Sector Banks,ING Vysya Bank
2013-10-01,JAMMU AND KASHMIR BANK LTD,461.0,274.0,3566.0,0.0,35868.0,2336.0,54585.0,8.866846,194.086296,1482574.0,2994060.0,45390.0,14518.980322,160.93356599999998,Private Sector Banks,Jammu & Kashmir Bank
2013-10-01,KARNATAKA BANK LTD,320.0,264.0,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,2020487.0,2083766.0,244012.0,6619.800000000001,370.3,Private Sector Banks,Karnataka Bank Ltd.
2013-10-01,KARUR VYSYA BANK LTD,614.0,917.0,7450.0,0.0,0.0,0.0,0.0,0.0,0.0,2606832.0,3378775.0,363129.0,14046.959313500003,638.07152001,Private Sector Banks,Karur Vysya Bank Ltd
2013-10-01,KOTAK MAHINDRA BANK LTD,396.0,624.0,0.0,0.0,392842.0,3876.0,699412.0,26.54,2261.965,1055966.0,2610611.0,657884.0,9514.828,1032.161,Private Sector Banks,Kotak Mahindra Bank Ltd
2013-10-01,LAKSHMI VILAS BANK LTD,191.0,498.0,3291.0,0.0,0.0,0.0,0.0,0.0,0.0,439909.0,1443490.0,141193.0,4552.200000000001,408.8,Private Sector Banks,Lakshmi Vilas Bank Ltd.
2013-10-01,RBL BANK LTD,82.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69917.0,164094.0,13544.0,468.25366214,21.22091392999997,Private Sector Banks,Ratnakar Bank Ltd.
2013-10-01,SOUTH INDIAN BANK,664.0,224.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,2962210.0,2052875.0,163320.0,6989.400000000001,319.1,Private Sector Banks,South Indian Bank Ltd
2013-10-01,TAMILNAD MERCANTILE BANK LTD,252.0,307.0,1153.0,0.0,6146.0,0.0,7216.0,0.0,15.553028,610098.0,2140692.0,45156.0,8439.6,112.0,Private Sector Banks,Tamilnadu Mercantile Bank Ltd.
2013-10-01,YES BANK LTD,374.0,764.0,6055.0,0.0,0.0,0.0,0.0,0.0,0.0,520569.0,1147268.0,253865.0,4124.90279829,410.20232113,Private Sector Banks,Yes Bank Ltd.
2013-10-01,ALLAHABAD BANK,433.0,320.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,2476854.0,3484123.0,130057.0,9380.1,286.4,Public Sector Banks,Allahabad Bank
2013-10-01,ANDHRA BANK,792.0,612.0,2300.0,0.0,129760.0,9196.0,162256.0,39.900000000000006,410.8,9043420.0,9592373.0,703639.0,18502.0,869.0999999999999,Public Sector Banks,Andhra Bank
2013-10-01,BANK OF BARODA,3067.0,1436.0,7164.0,0.0,70478.0,1334.0,107722.0,4.4,268.0,12051502.0,11115540.0,1250675.0,46187.1,1591.4,Public Sector Banks,Bank of Baroda
2013-10-01,BANK OF INDIA,1599.0,1432.0,2480.0,499.0,116753.0,8130.0,120265.0,54.1,322.6,15552641.0,15023297.0,1406288.0,36643.0,1629.1999999999998,Public Sector Banks,Bank of India
2013-10-01,BANK OF MAHARASHTRA,612.0,334.0,23.0,0.0,22385.0,256.0,36857.0,0.9739,88.64844112,4030262.0,3891452.0,494470.0,10213.98055,632.0,Public Sector Banks,Bank of Maharashtra
2013-10-01,CANARA BANK,2065.0,1998.0,997.0,0.0,63651.0,11413.0,79376.0,54.50000000000001,216.7,11976353.0,14059574.0,1087149.0,39211.9,1787.4000000000003,Public Sector Banks,Canara Bank
2013-10-01,CENTRAL BANK OF INDIA,1783.0,1426.0,1252.0,0.0,57524.0,272.0,60808.0,1.0,287.1,5861748.0,13954797.0,314505.0,40093.1,658.98209113,Public Sector Banks,Central Bank of India
2013-10-01,CORPORATION BANK,1077.0,735.0,14110.0,0.0,78684.0,720.0,68360.0,3.7,167.2,5550049.0,3887929.0,622270.0,17939.5,962.4,Public Sector Banks,Corporation Bank
2013-10-01,DENA BANK,663.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2265157.0,2658599.0,195940.0,9380.732612,266.357031,Public Sector Banks,Dena Bank
2013-10-01,INDIAN BANK,1233.0,407.0,0.0,0.0,57831.0,2994.0,86194.0,11.9,173.2,10584695.0,12198147.0,878574.0,27468.2,995.6,Public Sector Banks,Indian Bank
2013-10-01,INDIAN OVERSEAS BANK,1401.0,804.0,502.0,0.0,45975.0,3075.0,30793.0,5.2,82.30000000000001,4827795.0,3884056.0,488534.0,13542.4,964.8,Public Sector Banks,Indian Overseas Bank
2013-10-01,ORIENTAL BANK OF COMMERCE,1350.0,371.0,1518.0,0.0,0.0,0.0,0.0,0.0,0.0,4621384.0,4450909.0,217738.0,17258.865,415.607,Public Sector Banks,Oriental Bank of Commerce
2013-10-01,PUNJAB AND SIND BANK,344.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391015.0,278801.0,1741.0,1118.1,4.5,Public Sector Banks,Punjab and Sind Bank
2013-10-01,PUNJAB NATIONAL BANK,3188.0,3456.0,10316.0,0.0,122247.0,2290.0,178138.0,9.67166585,379.32111883,23404663.0,20674934.0,1760323.0,83710.95684569,2759.84199384,Public Sector Banks,Punjab National Bank
2013-10-01,STATE BANK OF BIKANER AND JAIPUR,704.0,495.0,669.0,0.0,0.0,0.0,0.0,0.0,0.0,5802301.0,8303847.0,230055.0,23676.7,272.28773943000004,Public Sector Banks,State Bank of Bikaner & Jaipur
2013-10-01,STATE BANK OF HYDERABAD,1197.0,530.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8647189.0,14494311.0,444880.0,37648.3,861.8000000000001,Public Sector Banks,State Bank of Hyderabad
2013-10-01,STATE BANK OF INDIA,18937.0,14881.0,110287.0,0.0,2738488.0,41017.0,5774647.0,207.68535211,14675.386140060004,124741000.0,213221000.0,11627000.0,599142.0,17444.300000000003,Public Sector Banks,State Bank of India
2013-10-01,STATE BANK OF MYSORE,621.0,268.0,919.0,0.0,0.0,0.0,0.0,0.0,0.0,3466929.0,5763940.0,220331.0,13993.761,472.4659,Public Sector Banks,State Bank of Mysore
2013-10-01,STATE BANK OF PATIALA,758.0,276.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,4289438.0,4863975.0,144897.0,14691.316999999995,269.443,Public Sector Banks,State Bank of Patiala
2013-10-01,STATE BANK OF TRAVANCORE,705.0,335.0,1139.0,0.0,0.0,0.0,0.0,0.0,0.0,7761584.0,8196783.0,329881.0,24543.30308956,629.79934671,Public Sector Banks,State Bank of Travancore
2013-10-01,SYNDICATE BANK,1182.0,202.0,891.0,0.0,68048.0,1682.0,59119.0,7.035547,127.759589,5945553.0,8307101.0,361249.0,21170.205811,603.471008,Public Sector Banks,Syndicate Bank
2013-10-01,UCO BANK,1244.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3695416.0,3394164.0,389266.0,13439.2,520.0,Public Sector Banks,UCO Bank
2013-10-01,UNION BANK OF INDIA,2864.0,2691.0,4544.0,0.0,50155.0,917.0,61136.0,3.8,166.20000000000002,10975144.0,10634326.0,770525.0,34188.0,1192.5,Public Sector Banks,Union Bank of India
2013-10-01,UNITED BANK OF INDIA,500.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2402154.0,2325993.0,163446.0,8078.959000000001,279.6,Public Sector Banks,United Bank of India
2013-10-01,VIJAYA BANK,835.0,215.0,1363.0,0.0,61848.0,4563.0,174149.0,24.500000000000004,380.158,2905930.0,2932849.0,223150.0,9131.1,477.4980000000001,Public Sector Banks,Vijaya Bank
2013-11-01,AMERICAN EXPRESS BANKING CORPORATION,0.0,0.0,21610.0,0.0,642336.0,5507.0,1717974.0,39.4742,15811.7984851789,0.0,0.0,0.0,0.0,0.0,Foreign Banks,American Express Bkg. Corp.
2013-11-01,BARCLAYS BANK PLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4491.0,691.0,332.0,4.2611439,1.7844193499999998,Foreign Banks,Barclays Bank
2013-11-01,CITI BANK,56.0,569.0,16672.0,0.0,2397347.0,39688.0,7732655.0,264.673371737538,21098.67963615,1794778.0,3634925.0,1903630.0,12869.5196075324,4279.89859934,Foreign Banks,Citibank
2013-11-01,DBS INDIA BANK LTD,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14963.0,61134.0,8261.0,167.10000000000002,19.0,Foreign Banks,DBS Ltd.
2013-11-01,DEUTSCHE BANK LTD,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76200.0,196315.0,89542.0,810.146295,189.827067,Foreign Banks,Deutsche Bank
2013-11-01,HSBC LTD,70.0,75.0,11789.0,5354.0,495543.0,3996.0,986617.0,27.99000629,3016.65252178991,606629.0,485131.0,296907.0,2246.89555079,754.90510806,Foreign Banks,HSBC
2013-11-01,ROYAL BANK OF SCOTLAND N V,21.0,79.0,0.0,0.0,80937.0,581.0,131990.0,4.63428887,388.0455950000001,164096.0,286372.0,88655.0,1227.44132903,178.4613791,Foreign Banks,RBS (ABN AMRO)
2013-11-01,STANDARD CHARTERED BANK LTD,104.0,174.0,0.0,0.0,1196950.0,3072.0,2252104.0,13.4,7104.2,710015.0,1359195.0,628349.0,4954.1,1152.3,Foreign Banks,Standard Chartered Bank
2013-11-01,AXIS BANK LTD,2430.0,9596.0,240150.0,0.0,1308672.0,13370.0,2257072.0,32.7319,7354.18308703,13590074.0,26774689.0,4608309.0,113822.5374936,7629.305982020001,Private Sector Banks,Axis Bank Ltd.
2013-11-01,CITY UNION BANK LTD,359.0,530.0,2633.0,0.0,0.0,0.0,0.0,0.0,0.0,1133481.0,1440145.0,183652.0,4767.0,218.99,Private Sector Banks,City Union Bank Ltd
2013-11-01,CSB BANK LTD,161.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543638.0,282631.0,14297.0,751.21454935,35.30850755,Private Sector Banks,Catholic Syrian Bank Ltd.
2013-11-01,DCB BANK LTD,98.0,146.0,576.0,0.0,3060.0,419.0,5054.0,2.5,10.7,165172.0,332195.0,52457.0,1432.1,95.6,Private Sector Banks,Development Credit Bank Ltd.
2013-11-01,DHANALAXMI BANK LTD,178.0,218.0,0.0,0.0,3028.0,16.0,5748.0,0.0012,13.2,804601.0,424163.0,51378.0,1499.9,76.5,Private Sector Banks,Dhanalaxmi Bank Ltd.
2013-11-01,FEDERAL BANK LTD,881.0,420.0,8559.0,0.0,0.0,0.0,0.0,0.0,0.0,3562796.0,3417073.0,384173.0,14476.2,624.5,Private Sector Banks,Federal Bank Limited
2013-11-01,HDFC BANK LTD,4651.0,6694.0,223006.0,0.0,5117856.0,69096.0,13197140.0,467.46530662,37382.51870085,17297969.0,30426316.0,8425986.0,131874.80911989,13575.35518936,Private Sector Banks,HDFC Bank Ltd.
2013-11-01,ICICI BANK LTD,3692.0,7483.0,228686.0,9441.0,3094705.0,6633.0,5819504.0,31.6,13245.2,21014427.0,31328329.0,8783452.0,139124.25,15045.03,Private Sector Banks,ICICI Bank Ltd.
2013-11-01,IDBI BANK LTD,1026.0,993.0,14417.0,0.0,0.0,0.0,0.0,0.0,0.0,6042406.0,6989358.0,1054122.0,27477.77085919,1565.2154452464,Private Sector Banks,IDBI Ltd.
2013-11-01,INDUSIND BANK LTD,479.0,563.0,173.0,0.0,261871.0,706.0,467578.0,4.2,1755.8000000000002,1462578.0,1435071.0,236537.0,5896.799999999999,405.1,Private Sector Banks,IndusInd Bank Ltd
2013-11-01,ING VYSYA BANK LTD,271.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1282553.0,2213146.0,213761.0,6393.0,474.3,Private Sector Banks,ING Vysya Bank
2013-11-01,JAMMU AND KASHMIR BANK LTD,469.0,283.0,3672.0,0.0,36228.0,2211.0,51078.0,7.86,194.56,1504048.0,2870015.0,45621.0,13189.78,164.54999999999998,Private Sector Banks,Jammu & Kashmir Bank
2013-11-01,KARNATAKA BANK LTD,322.0,270.0,2031.0,0.0,0.0,0.0,0.0,0.0,0.0,2059819.0,1969222.0,226021.0,6266.5,345.1,Private Sector Banks,Karnataka Bank Ltd.
2013-11-01,KARUR VYSYA BANK LTD,619.0,923.0,7584.0,0.0,0.0,0.0,0.0,0.0,0.0,2656389.0,3149147.0,321797.0,12704.2114588,426.23920051,Private Sector Banks,Karur Vysya Bank Ltd
2013-11-01,KOTAK MAHINDRA BANK LTD,398.0,631.0,0.0,0.0,392552.0,3349.0,641443.0,22.67014172,2112.64712715,1068920.0,2454249.0,656264.0,8958.731390950019,1019.59902095016,Private Sector Banks,Kotak Mahindra Bank Ltd
2013-11-01,LAKSHMI VILAS BANK LTD,193.0,495.0,3405.0,0.0,0.0,0.0,0.0,0.0,0.0,441001.0,1342621.0,116296.0,4161.2,313.6,Private Sector Banks,Lakshmi Vilas Bank Ltd.
2013-11-01,RBL BANK LTD,82.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75060.0,147620.0,12830.0,426.1328,21.41092929,Private Sector Banks,Ratnakar Bank Ltd.
2013-11-01,SOUTH INDIAN BANK,670.0,228.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,3012462.0,1999962.0,156506.0,6654.5,296.6,Private Sector Banks,South Indian Bank Ltd
2013-11-01,TAMILNAD MERCANTILE BANK LTD,260.0,320.0,1191.0,0.0,6162.0,0.0,5599.0,0.0,112.83512,615226.0,2061146.0,33381.0,7875.2,86.0,Private Sector Banks,Tamilnadu Mercantile Bank Ltd.
2013-11-01,YES BANK LTD,385.0,770.0,6615.0,0.0,0.0,0.0,0.0,0.0,0.0,536564.0,1093389.0,246747.0,3911.16999719,415.20418457,Private Sector Banks,Yes Bank Ltd.
2013-11-01,ALLAHABAD BANK,460.0,332.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,2531314.0,3237077.0,117480.0,9301.6,263.6,Public Sector Banks,Allahabad Bank
2013-11-01,ANDHRA BANK,858.0,619.0,2369.0,0.0,130597.0,9445.0,156001.0,40.8,399.5,9249591.0,10361335.0,656622.0,18988.5,838.5,Public Sector Banks,Andhra Bank
2013-11-01,BANK OF BARODA,3294.0,1569.0,7584.0,0.0,71063.0,1323.0,101873.0,4.5,255.2,12465979.0,10224683.0,1161613.0,41966.8,1534.1,Public Sector Banks,Bank of Baroda
2013-11-01,BANK OF INDIA,1688.0,1526.0,2565.0,499.0,122841.0,8364.0,112022.0,54.6,299.3,15833596.0,13854347.0,1306316.0,34193.7,1547.7,Public Sector Banks,Bank of India
2013-11-01,BANK OF MAHARASHTRA,641.0,345.0,23.0,0.0,23237.0,237.0,35356.0,0.77129455,85.91738361,4085692.0,3459188.0,441502.0,9057.1894,577.82689591,Public Sector Banks,Bank of Maharashtra
2013-11-01,CANARA BANK,2326.0,2039.0,1021.0,0.0,63586.0,10436.0,63448.0,49.5,177.39999999999998,12532498.0,13097261.0,794133.0,36792.2,1319.1,Public Sector Banks,Canara Bank
2013-11-01,CENTRAL BANK OF INDIA,1834.0,1469.0,1315.0,0.0,58921.0,294.0,56974.0,1.1,279.40000000000003,6090916.0,13437663.0,276011.0,46581.6,606.1,Public Sector Banks,Central Bank of India
2013-11-01,CORPORATION BANK,1109.0,787.0,14072.0,0.0,78960.0,805.0,62611.0,3.6,153.9,5584912.0,3217672.0,571901.0,11456.1,894.3000000000001,Public Sector Banks,Corporation Bank
2013-11-01,DENA BANK,683.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2292322.0,2392865.0,183300.0,8351.915530999999,250.370222,Public Sector Banks,Dena Bank
2013-11-01,INDIAN BANK,1244.0,413.0,0.0,0.0,59266.0,2659.0,76659.0,10.4,189.5,10745126.0,11684051.0,758738.0,24004.5,791.5999999999999,Public Sector Banks,Indian Bank
2013-11-01,INDIAN OVERSEAS BANK,1452.0,821.0,471.0,0.0,46282.0,2901.0,26278.0,4.5,65.9,4909292.0,3632595.0,443400.0,12517.9,895.3,Public Sector Banks,Indian Overseas Bank
2013-11-01,ORIENTAL BANK OF COMMERCE,1384.0,371.0,1522.0,0.0,0.0,0.0,0.0,0.0,0.0,4679040.0,4129347.0,210884.0,16144.29319297,418.974,Public Sector Banks,Oriental Bank of Commerce
2013-11-01,PUNJAB AND SIND BANK,370.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406205.0,275584.0,2518.0,1111.5,6.9,Public Sector Banks,Punjab and Sind Bank
2013-11-01,PUNJAB NATIONAL BANK,3214.0,3493.0,10460.0,0.0,123397.0,1996.0,161256.0,8.76641471,346.77279452999994,23723688.0,19020339.0,1668957.0,79236.86884945999,2253.2083392400004,Public Sector Banks,Punjab National Bank
2013-11-01,STATE BANK OF BIKANER AND JAIPUR,721.0,509.0,805.0,0.0,0.0,0.0,0.0,0.0,0.0,5884360.0,7381840.0,214996.0,22251.7796816,269.12817878,Public Sector Banks,State Bank of Bikaner & Jaipur
2013-11-01,STATE BANK OF HYDERABAD,1307.0,536.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,8819655.0,14183452.0,416393.0,35906.5,794.3000000000001,Public Sector Banks,State Bank of Hyderabad
2013-11-01,STATE BANK OF INDIA,19687.0,15475.0,114406.0,0.0,2758042.0,42082.0,5439913.0,207.32832995,14069.15968436,127248000.0,203335000.0,11071000.0,584959.8,17048.800000000003,Public Sector Banks,State Bank of India
2013-11-01,STATE BANK OF MYSORE,642.0,271.0,1083.0,0.0,0.0,0.0,0.0,0.0,0.0,3530073.0,5397193.0,209742.0,13140.0,448.7,Public Sector Banks,State Bank of Mysore
2013-11-01,STATE BANK OF PATIALA,820.0,276.0,842.0,0.0,0.0,0.0,0.0,0.0,0.0,4370268.0,4563638.0,147202.0,14098.67,278.05,Public Sector Banks,State Bank of Patiala
2013-11-01,STATE BANK OF TRAVANCORE,709.0,340.0,1281.0,0.0,0.0,0.0,0.0,0.0,0.0,7915359.0,7992599.0,327321.0,23640.99281951,608.50244694,Public Sector Banks,State Bank of Travancore
2013-11-01,SYNDICATE BANK,1200.0,200.0,944.0,0.0,68148.0,1588.0,55679.0,6.536052890000001,118.32185843,6012994.0,7691742.0,323257.0,19535.09554746,549.80046105,Public Sector Banks,Syndicate Bank
2013-11-01,UCO BANK,1298.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3801818.0,3174334.0,349768.0,12198.5,440.3,Public Sector Banks,UCO Bank
