period,description,mcc,type,type_name,value_in_cr,volume_in_mn
2021-11,"Utilities electric, gas, water and sanitary",4900,Medium Transacting Categories,,5201.85,46.01
2021-11,Petroleum and petroleum products,5172,Medium Transacting Categories,,4010.94,42.59
2021-11,Debit card to wallet credit (Wallet top up),6540,Medium Transacting Categories,,4359.09,35.03
2021-11,Debt collection agencies,7322,Medium Transacting Categories,,27747.5,34.48
2021-11,Cable and other pay television services,4899,Medium Transacting Categories,,875.24,19.81
2021-11,Business services not elsewhere classified,7399,Medium Transacting Categories,,1977.07,18.13
2021-11,Financial institutions merchandise and services,6012,Medium Transacting Categories,,5251.15,17.3
2021-11,Securities brokers and dealers,6211,Medium Transacting Categories,,14630.4,17.15
2021-11,Fast food restaurants,5814,Medium Transacting Categories,,516.83,16.36
2021-11,Drug stores and pharmacies,5912,Medium Transacting Categories,,800.99,15.47
2021-11,Passenger railways,4112,All Other Categories,,963.76,14.47
2021-11,Mens and boys clothing and accessory shops,5611,All Other Categories,,1556.23,10.68
2021-11,Bakeries,5462,All Other Categories,,254.85,10.14
2021-11,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,All Other Categories,,846.0,10.03
2021-11,Electronics shops,5732,All Other Categories,,1708.19,9.5
2021-11,Tolls and bridge fees,4784,All Other Categories,,632.23,8.88
2021-11,Department stores,5311,All Other Categories,,736.3,8.81
2021-11,Government services not elsewhere classified,9399,All Other Categories,,1259.69,8.06
2021-11,Professional services not elsewhere classified,8999,All Other Categories,,501.25,7.0
2021-11,Others,Others,All Other Categories,,24045.11,162.11
2021-11,Total,,All Other Categories,,150334.56,1638.54
2021-12,Groceries and supermarkets,5411,High Transacting Categories,,11455.6,236.15
2021-12,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,4509.49,203.7
2021-12,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,10445.9,177.93
2021-12,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,6738.0,159.25
2021-12,Digital Goods: Games,5816,High Transacting Categories,,3099.82,87.74
2021-12,Service stations (with or without ancillary services),5541,High Transacting Categories,,4336.42,62.81
2021-12,Eating places and restaurants,5812,High Transacting Categories,,1390.81,59.23
2021-12,Health and beauty spas,7298,High Transacting Categories,,2055.51,56.59
2021-12,Miscellaneous general merchandise,5399,High Transacting Categories,,2804.85,51.57
2021-12,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,5172.27,50.81
2021-12,Telecommunication equipment and telephone sales,4812,Medium Transacting Categories,,1229.16,49.26
2021-12,Petroleum and petroleum products,5172,Medium Transacting Categories,,4204.31,45.81
2021-12,Debt collection agencies,7322,Medium Transacting Categories,,30877.0,39.47
2021-12,Debit card to wallet credit (Wallet top up),6540,Medium Transacting Categories,,4001.22,35.87
2021-12,Financial institutions merchandise and services,6012,Medium Transacting Categories,,7025.81,25.19
2021-12,Business services not elsewhere classified,7399,Medium Transacting Categories,,2321.63,24.81
2021-12,Cable and other pay television services,4899,Medium Transacting Categories,,1064.48,23.93
2021-12,Fast food restaurants,5814,Medium Transacting Categories,,639.48,21.82
2021-12,Securities brokers and dealers,6211,Medium Transacting Categories,,16590.5,21.69
2021-12,Drug stores and pharmacies,5912,Medium Transacting Categories,,930.48,18.36
2021-12,Passenger railways,4112,All Other Categories,,961.51,14.48
2021-12,Department stores,5311,All Other Categories,,984.31,13.6
2021-12,Professional services not elsewhere classified,8999,All Other Categories,,804.74,12.63
2021-12,Bakeries,5462,All Other Categories,,298.68,12.48
2021-12,Caterers,5811,All Other Categories,,362.99,12.27
2021-12,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,All Other Categories,,942.59,11.76
2021-12,Tolls and bridge fees,4784,All Other Categories,,803.96,10.85
2021-12,Electronics shops,5732,All Other Categories,,1724.3,9.92
2021-12,Government services not elsewhere classified,9399,All Other Categories,,1520.76,9.89
2021-12,Others,Others,All Other Categories,,28424.1,194.45
2021-12,Total,,All Other Categories,,157720.66,1754.3
2022-01,Groceries and supermarkets,5411,High Transacting Categories,,11621.6,248.05
2022-01,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,8747.68,237.76
2022-01,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,4720.66,209.1
2022-01,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,6598.58,102.36
2022-01,Digital Goods: Games,5816,High Transacting Categories,,3106.36,91.71
2022-01,Eating places and restaurants,5812,High Transacting Categories,,1555.18,69.03
2022-01,Service stations (with or without ancillary services),5541,High Transacting Categories,,4575.03,65.93
2022-01,Miscellaneous general merchandise,5399,High Transacting Categories,,3211.66,56.12
2022-01,Health and beauty spas,7298,High Transacting Categories,,1981.53,54.37
2022-01,Telecommunication equipment and telephone sales,4812,High Transacting Categories,,1349.87,53.14
2022-01,Petroleum and petroleum products,5172,Medium Transacting Categories,,4307.73,49.54
2022-01,"Utilities electric, gas, water and sanitary",4900,Medium Transacting Categories,,4750.81,48.58
2022-01,Debt collection agencies,7322,Medium Transacting Categories,,30589.2,39.91
2022-01,Financial institutions merchandise and services,6012,Medium Transacting Categories,,8843.34,37.03
2022-01,Debit card to wallet credit (Wallet top up),6540,Medium Transacting Categories,,3598.43,36.19
2022-01,Business services not elsewhere classified,7399,Medium Transacting Categories,,2942.86,32.37
2022-01,Fast food restaurants,5814,Medium Transacting Categories,,662.71,28.44
2022-01,Drug stores and pharmacies,5912,Medium Transacting Categories,,1287.48,27.43
2022-01,Securities brokers and dealers,6211,Medium Transacting Categories,,20435.9,24.95
2022-01,Cable and other pay television services,4899,Medium Transacting Categories,,1107.67,24.84
2022-01,Department stores,5311,All Other Categories,,1314.02,22.93
2022-01,Miscellaneous and speciality retail outlets,5999,All Other Categories,,1060.75,13.76
2022-01,Bakeries,5462,All Other Categories,,300.66,13.48
2022-01,Passenger railways,4112,All Other Categories,,806.33,12.61
2022-01,Caterers,5811,All Other Categories,,368.74,12.29
2022-01,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,All Other Categories,,965.33,11.92
2022-01,Government services not elsewhere classified,9399,All Other Categories,,1486.23,11.17
2022-01,Tolls and bridge fees,4784,All Other Categories,,767.47,10.11
2022-01,Electronics shops,5732,All Other Categories,,1837.67,9.76
2022-01,Others,Others,All Other Categories,,29821.02,204.65
2022-01,Total,,All Other Categories,,164722.46,1859.54
2022-02,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,11309.5,334.08
2022-02,Groceries and supermarkets,5411,High Transacting Categories,,11189.9,230.03
2022-02,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,4359.3,191.92
2022-02,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,5971.68,96.66
2022-02,Digital Goods: Games,5816,High Transacting Categories,,2731.19,92.63
2022-02,Eating places and restaurants,5812,High Transacting Categories,,1664.7,71.36
2022-02,Service stations (with or without ancillary services),5541,High Transacting Categories,,4782.3,69.52
2022-02,Miscellaneous general merchandise,5399,High Transacting Categories,,3429.9,55.57
2022-02,Health and beauty spas,7298,High Transacting Categories,,2001.93,53.8
2022-02,Telecommunication equipment and telephone sales,4812,High Transacting Categories,,1291.95,49.87
2022-02,Petroleum and petroleum products,5172,Medium Transacting Categories,,4389.12,46.91
2022-02,"Utilities electric, gas, water and sanitary",4900,Medium Transacting Categories,,4506.4,44.51
2022-02,Debit card to wallet credit (Wallet top up),6540,Medium Transacting Categories,,3539.65,37.89
2022-02,Debt collection agencies,7322,Medium Transacting Categories,,28777.2,37.04
2022-02,Business services not elsewhere classified,7399,Medium Transacting Categories,,2810.53,33.68
2022-02,Financial institutions merchandise and services,6012,Medium Transacting Categories,,8850.57,32.28
2022-02,Fast food restaurants,5814,Medium Transacting Categories,,655.19,29.25
2022-02,Securities brokers and dealers,6211,Medium Transacting Categories,,19196.4,23.4
2022-02,Department stores,5311,Medium Transacting Categories,,1309.16,22.36
2022-02,Cable and other pay television services,4899,Medium Transacting Categories,,973.4,21.8
2022-02,Drug stores and pharmacies,5912,All Other Categories,,1103.87,21.28
2022-02,Passenger railways,4112,All Other Categories,,984.22,13.78
2022-02,Bakeries,5462,All Other Categories,,312.35,13.42
2022-02,Miscellaneous and speciality retail outlets,5999,All Other Categories,,1073.9,12.63
2022-02,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,All Other Categories,,960.34,12.25
2022-02,Government services not elsewhere classified,9399,All Other Categories,,1437.14,10.8
2022-02,Tolls and bridge fees,4784,All Other Categories,,802.4,10.79
2022-02,Caterers,5811,All Other Categories,,316.3,10.49
2022-02,Electronics shops,5732,All Other Categories,,1897.2,9.81
2022-02,Others,Others,All Other Categories,,30373.36,206.03
2022-02,Total,,All Other Categories,,163001.03,1895.84
2022-03,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,14590.7,442.78
2022-03,Groceries and supermarkets,5411,High Transacting Categories,,12786.7,263.81
2022-03,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,4794.6,221.49
2022-03,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,6824.35,124.24
2022-03,Digital Goods: Games,5816,High Transacting Categories,,3064.34,97.86
2022-03,Miscellaneous general merchandise,5399,High Transacting Categories,,5289.58,92.22
2022-03,Eating places and restaurants,5812,High Transacting Categories,,1735.27,73.79
2022-03,Service stations (with or without ancillary services),5541,High Transacting Categories,,5305.79,73.43
2022-03,Telecommunication equipment and telephone sales,4812,High Transacting Categories,,1444.22,57.53
2022-03,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,5069.07,49.78
2022-03,Petroleum and petroleum products,5172,Medium Transacting Categories,,4772.82,46.27
2022-03,Debit card to wallet credit (Wallet top up),6540,Medium Transacting Categories,,4033.79,43.55
2022-03,Debt collection agencies,7322,Medium Transacting Categories,,34643.9,42.16
2022-03,Health and beauty spas,7298,Medium Transacting Categories,,1519.02,42.16
2022-03,Business services not elsewhere classified,7399,Medium Transacting Categories,,2756.99,38.3
2022-03,Fast food restaurants,5814,Medium Transacting Categories,,716.93,31.21
2022-03,Financial institutions merchandise and services,6012,Medium Transacting Categories,,9016.83,27.89
2022-03,Department stores,5311,Medium Transacting Categories,,1471.08,25.62
2022-03,Cable and other pay television services,4899,Medium Transacting Categories,,1050.82,24.02
2022-03,Drug stores and pharmacies,5912,Medium Transacting Categories,,1180.67,22.58
2022-03,Securities brokers and dealers,6211,All Other Categories,,17323.7,22.0
2022-03,Passenger railways,4112,All Other Categories,,1219.38,16.01
2022-03,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,All Other Categories,,1064.98,14.03
2022-03,Electronics shops,5732,All Other Categories,,2474.61,13.77
2022-03,Bakeries,5462,All Other Categories,,313.19,13.16
2022-03,Government services not elsewhere classified,9399,All Other Categories,,1884.12,13.12
2022-03,Caterers,5811,All Other Categories,,405.99,12.89
2022-03,Miscellaneous and speciality retail outlets,5999,All Other Categories,,1130.02,12.08
2022-03,Tolls and bridge fees,4784,All Other Categories,,864.08,11.44
2022-03,Others,Others,All Other Categories,,34010.83,235.31
2022-03,Total,,All Other Categories,,182758.36,2204.5
2022-04,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,20333.31,611.03
2022-04,Groceries and supermarkets,5411,High Transacting Categories,,11891.71,240.96
2022-04,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,4454.66,213.47
2022-04,Digital Goods: Games,5816,High Transacting Categories,,3142.9,139.9
2022-04,Miscellaneous general merchandise,5399,High Transacting Categories,,9172.09,158.62
2022-04,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,6845.18,130.25
2022-04,Debit card to wallet credit (Wallet top up),6540,High Transacting Categories,,4169.15,57.69
2022-04,Telecommunication equipment and telephone sales,4812,High Transacting Categories,,1369.1,57.22
2022-04,Business services not elsewhere classified,7399,High Transacting Categories,,3048.87,57.15
2022-04,Service stations (with or without ancillary services),5541,High Transacting Categories,,4427.58,54.33
2022-04,Eating places and restaurants,5812,Medium Transacting Categories,,1035.45,37.71
2022-04,Debt collection agencies,7322,Medium Transacting Categories,,32412.65,37.17
2022-04,"Utilities electric, gas, water and sanitary",4900,Medium Transacting Categories,,4380.07,36.46
2022-04,Cable and other pay television services,4899,Medium Transacting Categories,,985.56,23.76
2022-04,Financial institutions merchandise and services,6012,Medium Transacting Categories,,8387.27,20.73
2022-04,Fast food restaurants,5814,Medium Transacting Categories,,524.99,20.58
2022-04,Department stores,5311,Medium Transacting Categories,,1318.1,20.18
2022-04,Securities brokers and dealers,6211,Medium Transacting Categories,,16882.2,19.62
2022-04,Electronics shops,5732,Medium Transacting Categories,,2500.5,16.79
2022-04,Petroleum and petroleum products,5172,Medium Transacting Categories,,3763.17,25.62
2022-04,Passenger railways,4112,All Other Categories,,1170.94,14.44
2022-04,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,All Other Categories,,1044.33,13.71
2022-04,Government services not elsewhere classified,9399,All Other Categories,,1853.76,12.37
2022-04,Caterers,5811,All Other Categories,,399.9,11.4
2022-04,Tolls and bridge fees,4784,All Other Categories,,796.88,10.93
2022-04,Courier services air and ground and freight forwarders,4215,All Other Categories,,558.79,8.71
2022-04,Taxi-cabs and limousines,4121,All Other Categories,,249.51,8.31
2022-04,Drug stores and pharmacies,5912,All Other Categories,,865.72,14.93
2022-04,"Computer programming, data processing and integrated systems design services",7372,All Other Categories,,154.11,7.12
2022-04,Others,Others,All Other Categories,,29237.93,182.04
2022-04,Total,,All Other Categories,,177376.39,2263.2
2022-05,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,11751.95,342.87
2022-05,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,9182.35,177.88
2022-05,Eating places and restaurants,5812,High Transacting Categories,,3152.13,138.08
2022-05,Miscellaneous general merchandise,5399,High Transacting Categories,,6323.49,102.46
2022-05,Groceries and supermarkets,5411,High Transacting Categories,,15692.19,333.19
2022-05,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,5520.23,268.67
2022-05,Digital Goods: Games,5816,High Transacting Categories,,4341.06,164.84
2022-05,Service stations (with or without ancillary services),5541,High Transacting Categories,,7543.6,100.74
2022-05,Debit card to wallet credit (Wallet top up),6540,High Transacting Categories,,4287.28,62.45
2022-05,Fast food restaurants,5814,High Transacting Categories,,1005.75,48.48
2022-05,"Utilities electric, gas, water and sanitary",4900,Medium Transacting Categories,,6273.71,47.71
2022-05,Business services not elsewhere classified,7399,Medium Transacting Categories,,3577.33,47.47
2022-05,Debt collection agencies,7322,Medium Transacting Categories,,38703.45,43.03
2022-05,Petroleum and petroleum products,5172,Medium Transacting Categories,,4528.77,34.94
2022-05,Drug stores and pharmacies,5912,Medium Transacting Categories,,1592.6,34.92
2022-05,Department stores,5311,Medium Transacting Categories,,1715.74,30.65
2022-05,Bakeries,5462,Medium Transacting Categories,,531.77,27.96
2022-05,Financial institutions merchandise and services,6012,Medium Transacting Categories,,10962.39,27.85
2022-05,Telecommunication equipment and telephone sales,4812,Medium Transacting Categories,,1103.66,40.03
2022-05,Cable and other pay television services,4899,All Other Categories,,1013.58,23.57
2022-05,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,All Other Categories,,1015.72,22.34
2022-05,Miscellaneous and speciality retail outlets,5999,All Other Categories,,1363.32,22.3
2022-05,Dairies,5451,All Other Categories,,567,17.73
2022-05,Electronics shops,5732,All Other Categories,,2937.7,17.36
2022-05,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,All Other Categories,,1268.37,17.21
2022-05,Securities brokers and dealers,6211,Medium Transacting Categories,,24495.57,26.01
2022-05,Caterers,5811,All Other Categories,,513.59,14.5
2022-05,Government services not elsewhere classified,9399,All Other Categories,,2223.3,16.52
2022-05,Passenger railways,4112,All Other Categories,,1352.37,14.81
2022-05,Others,Others,All Other Categories,,39826.39,280.1
2022-05,Total,,All Other Categories,,214366.39,2546.65
2022-06,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,6419.97,305.5
2022-06,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,10622.44,215.79
2022-06,Groceries and supermarkets,5411,High Transacting Categories,,18310.02,392.88
2022-06,Service stations (with or without ancillary services),5541,High Transacting Categories,,10512.52,141.17
2022-06,Eating places and restaurants,5812,High Transacting Categories,,4644.24,215.45
2022-06,Digital Goods: Games,5816,High Transacting Categories,,5300.66,145.4
2022-06,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,2590.74,94.52
2022-06,Fast food restaurants,5814,High Transacting Categories,,1152.39,65.06
2022-06,Miscellaneous general merchandise,5399,High Transacting Categories,,4302.7,63.11
2022-06,Debit card to wallet credit (Wallet top up),6540,High Transacting Categories,,4159.78,60.85
2022-06,Drug stores and pharmacies,5912,Medium Transacting Categories,,2167.9,50.56
2022-06,"Utilities electric, gas, water and sanitary",4900,Medium Transacting Categories,,6775.18,47.65
2022-06,Bakeries,5462,Medium Transacting Categories,,773.35,44.99
2022-06,Financial institutions merchandise and services,6012,Medium Transacting Categories,,13374.4,36.59
2022-06,Miscellaneous and speciality retail outlets,5999,Medium Transacting Categories,,1596.32,36.15
2022-06,Department stores,5311,Medium Transacting Categories,,1839.17,35.7
2022-06,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,Medium Transacting Categories,,1491.92,33.38
2022-06,Dairies,5451,Medium Transacting Categories,,654.72,25.7
2022-06,Debt collection agencies,7322,Medium Transacting Categories,,39529.55,41.81
2022-06,Cable and other pay television services,4899,All Other Categories,,879.84,20.6
2022-06,Securities brokers and dealers,6211,All Other Categories,,15928.92,19.92
2022-06,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,All Other Categories,,1425.56,18.75
2022-06,Government services not elsewhere classified,9399,All Other Categories,,2489.68,17.99
2022-06,Miscellaneous apparel and accessory shops,5699,All Other Categories,,2337.56,17.44
2022-06,Petroleum and petroleum products,5172,All Other Categories,,3046.06,15.04
2022-06,Electronics shops,5732,All Other Categories,,2733.0,15.02
2022-06,Business services not elsewhere classified,7399,Medium Transacting Categories,,2694.42,20.71
2022-06,Tolls and bridge fees,4784,All Other Categories,,1017.24,13.79
2022-06,Caterers,5811,All Other Categories,,469.92,14.25
2022-06,Others,Others,All Other Categories,,44731.64,334.29
2022-06,Total,,All Other Categories,,213971.81,2560.08
2022-07,Eating places and restaurants,5812,High Transacting Categories,,5347.21,274.6
2022-07,Groceries and supermarkets,5411,High Transacting Categories,,21112.57,486.65
2022-07,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,6753.9,335.65
2022-07,Service stations (with or without ancillary services),5541,High Transacting Categories,,10298.88,148.97
2022-07,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,11563.22,247.74
2022-07,Digital Goods: Games,5816,High Transacting Categories,,6549.38,177.37
2022-07,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,2052.05,102.15
2022-07,Fast food restaurants,5814,High Transacting Categories,,1479.46,92.1
2022-07,Debit card to wallet credit (Wallet top up),6540,High Transacting Categories,,4448.81,67.27
2022-07,Drug stores and pharmacies,5912,High Transacting Categories,,2619.9,65.57
2022-07,Miscellaneous general merchandise,5399,Medium Transacting Categories,,4401.58,63.11
2022-07,Miscellaneous and speciality retail outlets,5999,Medium Transacting Categories,,1847.65,58.81
2022-07,Bakeries,5462,Medium Transacting Categories,,908.81,58.14
2022-07,Debt collection agencies,7322,Medium Transacting Categories,,44566.98,46.3
2022-07,"Utilities electric, gas, water and sanitary",4900,Medium Transacting Categories,,6271.65,41.54
2022-07,Financial institutions merchandise and services,6012,Medium Transacting Categories,,14718.78,39.09
2022-07,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,Medium Transacting Categories,,1701.0,38.39
2022-07,Dairies,5451,Medium Transacting Categories,,730,32.09
2022-07,Miscellaneous apparel and accessory shops,5699,Medium Transacting Categories,,2683.06,21.97
2022-07,Business services not elsewhere classified,7399,All Other Categories,,2990.01,21.88
2022-07,Cable and other pay television services,4899,All Other Categories,,899.8,21.3
2022-07,Government services not elsewhere classified,9399,All Other Categories,,2915.68,19.63
2022-07,Department stores,5311,Medium Transacting Categories,,2020.11,41.69
2022-07,Securities brokers and dealers,6211,All Other Categories,,14029.02,19.38
2022-07,Electronics shops,5732,All Other Categories,,2969.18,19.12
2022-07,Petroleum and petroleum products,5172,All Other Categories,,3271.38,18.99
2022-07,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,All Other Categories,,1337.7,18.5
2022-07,"Stationery, office supplies and printing and writing paper",5111,All Other Categories,,1272.34,15.18
2022-07,Tolls and bridge fees,4784,All Other Categories,,990.43,13.64
2022-07,Others,Others,All Other Categories,,47975.37,392.47
2022-07,Total,,All Other Categories,,230725.92,2999.25
2022-08,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,7209.12,363.6
2022-08,Digital Goods: Games,5816,High Transacting Categories,,7681.32,207.39
2022-08,Groceries and supermarkets,5411,High Transacting Categories,,20707.96,502.08
2022-08,Service stations (with or without ancillary services),5541,High Transacting Categories,,10675.97,161.84
2022-08,Eating places and restaurants,5812,High Transacting Categories,,5970.02,323.32
2022-08,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,12036.33,266.98
2022-08,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,2347.21,124.52
2022-08,Fast food restaurants,5814,High Transacting Categories,,1617.02,117.41
2022-08,Drug stores and pharmacies,5912,High Transacting Categories,,2912.91,74.36
2022-08,Miscellaneous and speciality retail outlets,5999,High Transacting Categories,,2001.3,69.06
2022-08,Bakeries,5462,Medium Transacting Categories,,1016.97,65.5
2022-08,Miscellaneous general merchandise,5399,Medium Transacting Categories,,4480.59,63.98
2022-08,Debit card to wallet credit (Wallet top up),6540,Medium Transacting Categories,,4302.97,62.81
2022-08,Department stores,5311,Medium Transacting Categories,,2360.82,59.32
2022-08,"Utilities electric, gas, water and sanitary",4900,Medium Transacting Categories,,6700.2,46.2
2022-08,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,Medium Transacting Categories,,1672.92,38.85
2022-08,Dairies,5451,Medium Transacting Categories,,837.89,37.18
2022-08,Financial institutions merchandise and services,6012,Medium Transacting Categories,,14176.26,35.15
2022-08,Miscellaneous apparel and accessory shops,5699,Medium Transacting Categories,,2966.92,24.15
2022-08,Business services not elsewhere classified,7399,All Other Categories,,3064.16,23.6
2022-08,Cable and other pay television services,4899,All Other Categories,,919.38,22.06
2022-08,Debt collection agencies,7322,Medium Transacting Categories,,44519.47,48.19
2022-08,Securities brokers and dealers,6211,All Other Categories,,17014.73,21.63
2022-08,Electronics shops,5732,All Other Categories,,2971.88,20.56
2022-08,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,All Other Categories,,1389.64,19.19
2022-08,Government services not elsewhere classified,9399,All Other Categories,,2536.12,18.67
2022-08,Petroleum and petroleum products,5172,All Other Categories,,3306.17,17.39
2022-08,"Stationery, office supplies and printing and writing paper",5111,All Other Categories,,1241.85,14.79
2022-08,Tolls and bridge fees,4784,All Other Categories,,1050.45,14.75
2022-08,Others,Others,All Other Categories,,49733.29,425.82
2022-08,Total,,All Other Categories,,239421.82,3290.37
2022-09,Groceries and supermarkets,5411,High Transacting Categories,,17810.01,469.77
2022-09,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,7838.9,400.77
2022-09,Eating places and restaurants,5812,High Transacting Categories,,6684.3,385.43
2022-09,Digital Goods: Games,5816,High Transacting Categories,,8036.53,217.17
2022-09,Service stations (with or without ancillary services),5541,High Transacting Categories,,10943.91,168.95
2022-09,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,12517.54,281.01
2022-09,Fast food restaurants,5814,High Transacting Categories,,1758.19,145.49
2022-09,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,1879.24,124.4
2022-09,Drug stores and pharmacies,5912,High Transacting Categories,,3155.45,81.18
2022-09,Miscellaneous and speciality retail outlets,5999,High Transacting Categories,,2229.67,81.1
2022-09,Department stores,5311,Medium Transacting Categories,,3053.0,79.81
2022-09,Bakeries,5462,Medium Transacting Categories,,1087.91,73.83
2022-09,Miscellaneous general merchandise,5399,Medium Transacting Categories,,4805.17,66.45
2022-09,"Utilities electric, gas, water and sanitary",4900,Medium Transacting Categories,,8823.07,61.67
2022-09,Debt collection agencies,7322,Medium Transacting Categories,,46042.91,49.94
2022-09,Dairies,5451,Medium Transacting Categories,,909.51,44.21
2022-09,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,Medium Transacting Categories,,1763.89,41.52
2022-09,Financial institutions merchandise and services,6012,Medium Transacting Categories,,15098.75,36.52
2022-09,Securities brokers and dealers,6211,Medium Transacting Categories,,21973.47,25.54
2022-09,Cable and other pay television services,4899,All Other Categories,,1030.65,24.76
2022-09,Miscellaneous apparel and accessory shops,5699,All Other Categories,,3011.63,24.54
2022-09,Business services not elsewhere classified,7399,All Other Categories,,2854.98,24.46
2022-09,Debit card to wallet credit (Wallet top up),6540,Medium Transacting Categories,,3874.8,50.67
2022-09,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,All Other Categories,,1707.91,23.4
2022-09,Electronics shops,5732,All Other Categories,,3011.51,20.97
2022-09,Government services not elsewhere classified,9399,All Other Categories,,2473.13,20.34
2022-09,Professional services not elsewhere classified,8999,All Other Categories,,967.82,17.41
2022-09,Freezer and locker meat provisioners,5422,All Other Categories,,582.97,17.34
2022-09,Tolls and bridge fees,4784,All Other Categories,,1213.04,17.19
2022-09,Others,Others,All Other Categories,,57249.0,471.37
2022-09,Total,,All Other Categories,,254388.83,3547.19
2022-10,Groceries and supermarkets,5411,High Transacting Categories,,20151.3,491
2022-10,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,8553.09,442.8
2022-10,Eating places and restaurants,5812,High Transacting Categories,,8178.31,419.55
2022-10,Digital Goods: Games,5816,High Transacting Categories,,7012.47,222.12
2022-10,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,14575.65,308.58
2022-10,Service stations (with or without ancillary services),5541,High Transacting Categories,,12432.54,184.18
2022-10,Fast food restaurants,5814,High Transacting Categories,,2009.08,159.22
2022-10,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,2090.9,128.04
2022-10,Department stores,5311,High Transacting Categories,,3574.97,96.94
2022-10,Drug stores and pharmacies,5912,High Transacting Categories,,3394.13,88.45
2022-10,Miscellaneous and speciality retail outlets,5999,Medium Transacting Categories,,2771.22,85.26
2022-10,Bakeries,5462,Medium Transacting Categories,,1303.11,78.03
2022-10,Miscellaneous general merchandise,5399,Medium Transacting Categories,,5195.85,71.25
2022-10,Debt collection agencies,7322,Medium Transacting Categories,,50382.92,52.66
2022-10,Debit card to wallet credit (Wallet top up),6540,Medium Transacting Categories,,4047.74,50.54
