period,description,mcc,type,type_name,value_in_cr,volume_in_mn
2018-11,Fast food restaurants,5814,All Other Categories,,3.38,0.15
2018-11,Employment agencies and temporary help services,7361,All Other Categories,,2.23,0.15
2018-11,Bus lines,4131,All Other Categories,,11.4,0.14
2018-11,Financial institutions merchandise and services,6012,All Other Categories,,43.8,0.13
2018-11,Railroads,4011,All Other Categories,,2.54,0.11
2018-11,Others,Others,All Other Categories,,240.63,1.41
2018-11,Total,,All Other Categories,,4822.51,113.96
2018-12,"Drinking places (alcoholic beverages) bars, taverns, night-clubs, cocktail lounges and discothques",5813,High Transacting Categories,,1095.43,37.94
2018-12,"Drugs, drug proprietors",5122,High Transacting Categories,,639.5,37.29
2018-12,Tolls and bridge fees,4784,High Transacting Categories,,948.66,21.71
2018-12,Campanile,3672,High Transacting Categories,,178.51,10.18
2018-12,Used merchandise and second-hand shops,5931,High Transacting Categories,,44.43,5.37
2018-12,Alcoholic beverage wholesalers,5715,High Transacting Categories,,354.47,4.46
2018-12,Employment agencies and temporary help services,7361,High Transacting Categories,,41.18,2.35
2018-12,Tropical Rent-A-Car,3385,High Transacting Categories,,54.35,2.24
2018-12,"Roofing, siding and sheet metal work contractors",1761,High Transacting Categories,,57.16,2.18
2018-12,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,26.8,1.9
2018-12,Womens ready-to-wear shops,5621,Medium Transacting Categories,,669.2,1.8
2018-12,Petroleum and petroleum products,5172,Medium Transacting Categories,,135.47,1.73
2018-12,Shoe shops,5661,Medium Transacting Categories,,220.73,1.48
2018-12,Office and commercial furniture,5021,Medium Transacting Categories,,89.37,1.22
2018-12,"Speciality cleaning, polishing and sanitation preparations",2842,Medium Transacting Categories,,141.5,1.11
2018-12,AFFILIATED AUTO RENTAL,3351,Medium Transacting Categories,,3.74,0.9
2018-12,Camera and photographic supply shops,5946,Medium Transacting Categories,,41.08,0.83
2018-12,"Architectural, engineering and surveying services",8911,Medium Transacting Categories,,35.95,0.67
2018-12,Electronics shops,5732,Medium Transacting Categories,,431.73,0.61
2018-12,Debt collection agencies,7322,Medium Transacting Categories,,23.15,0.6
2018-12,Durable goods not elsewhere classified,5099,All Other Categories,,8.13,0.45
2018-12,Computer maintenance and repair services not elsewhere classified,7379,All Other Categories,,18.42,0.44
2018-12,Sporting and recreational camps,7032,All Other Categories,,19.01,0.42
2018-12,Direct marketing catalogue merchants,5964,All Other Categories,,13.76,0.39
2018-12,Non-durable goods not elsewhere classified,5199,All Other Categories,,11.91,0.35
2018-12,"Heating, plumbing and air-conditioning contractors",1711,All Other Categories,,4.69,0.31
2018-12,Beauty and barber shops,7230,All Other Categories,,51.79,0.18
2018-12,Podiatrists and chiropodists,8049,All Other Categories,,14.46,0.17
2018-12,Childrens and infants wear shops,5641,All Other Categories,,2.21,0.14
2018-12,Others,Others,All Other Categories,,313.92,1.85
2018-12,Total,,All Other Categories,,5690.71,141.27
2019-01,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,740.9,42.06
2019-01,Groceries and supermarkets,5411,High Transacting Categories,,969.24,33.66
2019-01,Business services not elsewhere classified,7399,High Transacting Categories,,1047.16,24.53
2019-01,Telecommunication equipment and telephone sales,4812,High Transacting Categories,,186.3,10.1
2019-01,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,395.1,5.31
2019-01,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,75.2,2.81
2019-01,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,41.19,2.68
2019-01,Taxi-cabs and limousines,4121,High Transacting Categories,,55.07,2.38
2019-01,Debt collection agencies,7322,High Transacting Categories,,885.18,2.2
2019-01,Eating places and restaurants,5812,High Transacting Categories,,33.75,2.02
2019-01,Miscellaneous general merchandise,5399,Medium Transacting Categories,,94.45,1.71
2019-01,Travel agencies and tour operators,4722,Medium Transacting Categories,,233.37,1.48
2019-01,Passenger railways,4112,Medium Transacting Categories,,108.65,1.48
2019-01,Fast food restaurants,5814,Medium Transacting Categories,,24.3,1.46
2019-01,Service stations (with or without ancillary services),5541,Medium Transacting Categories,,29.5,1.4
2019-01,Dairies,5451,Medium Transacting Categories,,4.37,1.1
2019-01,Department stores,5311,Medium Transacting Categories,,116.65,0.97
2019-01,Digital Goods: Games,5816,Medium Transacting Categories,,24.42,0.87
2019-01,Buying and shopping services and clubs,7278,Medium Transacting Categories,,34.56,0.85
2019-01,Direct marketing combination catalogue and retail merchants,5965,Medium Transacting Categories,,41.72,0.82
2019-01,Securities brokers and dealers,6211,All Other Categories,,520.98,0.73
2019-01,Theatrical producers (except motion pictures) and ticket agencies,7922,All Other Categories,,29.01,0.63
2019-01,Government services not elsewhere classified,9399,All Other Categories,,43.39,0.61
2019-01,Debit card to wallet credit (Wallet top up),6540,All Other Categories,,22.92,0.51
2019-01,Drug stores and pharmacies,5912,All Other Categories,,15.79,0.43
2019-01,"Local and suburban commuter passenger transportation, including ferries",4111,All Other Categories,,6.67,0.43
2019-01,Railroads,4011,All Other Categories,,5.83,0.2
2019-01,Employment agencies and temporary help services,7361,All Other Categories,,2.72,0.19
2019-01,Financial institutions merchandise and services,6012,All Other Categories,,54.84,0.19
2019-01,Others,Others,All Other Categories,,364.72,2.3
2019-01,Total,,All Other Categories,,6207.95,146.1
2019-02,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,679.03,40.64
2019-02,Groceries and supermarkets,5411,High Transacting Categories,,995.28,34.21
2019-02,Business services not elsewhere classified,7399,High Transacting Categories,,1164.8,28.54
2019-02,Telecommunication equipment and telephone sales,4812,High Transacting Categories,,178.78,9.72
2019-02,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,407.35,5.91
2019-02,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,62.38,5.11
2019-02,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,76.91,3.06
2019-02,Taxi-cabs and limousines,4121,High Transacting Categories,,51.88,2.37
2019-02,Debt collection agencies,7322,High Transacting Categories,,901.17,2.15
2019-02,Eating places and restaurants,5812,High Transacting Categories,,32.62,2.13
2019-02,Government services not elsewhere classified,9399,Medium Transacting Categories,,52.56,2.01
2019-02,Fast food restaurants,5814,Medium Transacting Categories,,28.65,1.78
2019-02,Service stations (with or without ancillary services),5541,Medium Transacting Categories,,37.07,1.64
2019-02,Miscellaneous general merchandise,5399,Medium Transacting Categories,,77.4,1.51
2019-02,Travel agencies and tour operators,4722,Medium Transacting Categories,,231.93,1.44
2019-02,Passenger railways,4112,Medium Transacting Categories,,102.09,1.38
2019-02,Digital Goods: Games,5816,Medium Transacting Categories,,26.43,1.09
2019-02,Dairies,5451,Medium Transacting Categories,,4.37,0.97
2019-02,Department stores,5311,Medium Transacting Categories,,101.71,0.9
2019-02,Direct marketing combination catalogue and retail merchants,5965,Medium Transacting Categories,,38.08,0.76
2019-02,Securities brokers and dealers,6211,All Other Categories,,464.62,0.71
2019-02,Debit card to wallet credit (Wallet top up),6540,All Other Categories,,26.15,0.57
2019-02,"Local and suburban commuter passenger transportation, including ferries",4111,All Other Categories,,7.6,0.5
2019-02,Theatrical producers (except motion pictures) and ticket agencies,7922,All Other Categories,,21.1,0.46
2019-02,Drug stores and pharmacies,5912,All Other Categories,,15.75,0.42
2019-02,Employment agencies and temporary help services,7361,All Other Categories,,3.75,0.28
2019-02,Financial institutions merchandise and services,6012,All Other Categories,,62.19,0.24
2019-02,Railroads,4011,All Other Categories,,5.9,0.19
2019-02,Miscellaneous publishing and printing services,2741,All Other Categories,,1.71,0.16
2019-02,Others,Others,All Other Categories,,351.23,2.65
2019-02,Total,,All Other Categories,,6210.48,153.5
2019-03,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,955.24,49.13
2019-03,Groceries and supermarkets,5411,High Transacting Categories,,1269.39,42.64
2019-03,Business services not elsewhere classified,7399,High Transacting Categories,,1420.03,34.84
2019-03,Telecommunication equipment and telephone sales,4812,High Transacting Categories,,225.64,11.47
2019-03,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,109.98,8.91
2019-03,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,534.83,7.29
2019-03,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,111.41,4.21
2019-03,Debt collection agencies,7322,High Transacting Categories,,1201.13,2.86
2019-03,Taxi-cabs and limousines,4121,High Transacting Categories,,60.68,2.81
2019-03,Digital Goods: Games,5816,High Transacting Categories,,48.18,2.63
2019-03,Eating places and restaurants,5812,Medium Transacting Categories,,38.17,2.44
2019-03,Fast food restaurants,5814,Medium Transacting Categories,,41.07,2.41
2019-03,Service stations (with or without ancillary services),5541,Medium Transacting Categories,,53.99,2.26
2019-03,Passenger railways,4112,Medium Transacting Categories,,155.64,1.87
2019-03,Travel agencies and tour operators,4722,Medium Transacting Categories,,305.97,1.8
2019-03,Miscellaneous general merchandise,5399,Medium Transacting Categories,,101.17,1.61
2019-03,Government services not elsewhere classified,9399,Medium Transacting Categories,,67.59,1.3
2019-03,Department stores,5311,Medium Transacting Categories,,148.18,1.12
2019-03,Dairies,5451,Medium Transacting Categories,,5.04,0.9
2019-03,Securities brokers and dealers,6211,Medium Transacting Categories,,537.77,0.82
2019-03,Direct marketing combination catalogue and retail merchants,5965,All Other Categories,,41.68,0.81
2019-03,Debit card to wallet credit (Wallet top up),6540,All Other Categories,,32.56,0.7
2019-03,"Local and suburban commuter passenger transportation, including ferries",4111,All Other Categories,,9.49,0.66
2019-03,Theatrical producers (except motion pictures) and ticket agencies,7922,All Other Categories,,31.27,0.6
2019-03,Drug stores and pharmacies,5912,All Other Categories,,18.68,0.46
2019-03,Petroleum and petroleum products,5172,All Other Categories,,16.37,0.35
2019-03,Financial institutions merchandise and services,6012,All Other Categories,,90.92,0.34
2019-03,Railroads,4011,All Other Categories,,7.25,0.26
2019-03,Employment agencies and temporary help services,7361,All Other Categories,,3.54,0.24
2019-03,Others,Others,All Other Categories,,445.2,3.72
2019-03,Total,,All Other Categories,,8088.05,191.45
2019-04,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,1098.42,51.89
2019-04,Groceries and supermarkets,5411,High Transacting Categories,,1264.34,43.98
2019-04,Business services not elsewhere classified,7399,High Transacting Categories,,1501.78,35.73
2019-04,Telecommunication equipment and telephone sales,4812,High Transacting Categories,,226.1,11.19
2019-04,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,142.21,10.15
2019-04,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,562.52,7.2
2019-04,Digital Goods: Games,5816,High Transacting Categories,,76.88,5.83
2019-04,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,115.85,4.5
2019-04,Fast food restaurants,5814,High Transacting Categories,,57.91,3.23
2019-04,Debt collection agencies,7322,High Transacting Categories,,1310.72,3.11
2019-04,Eating places and restaurants,5812,Medium Transacting Categories,,46.4,3.07
2019-04,Taxi-cabs and limousines,4121,Medium Transacting Categories,,65.26,2.91
2019-04,Service stations (with or without ancillary services),5541,Medium Transacting Categories,,64.28,2.5
2019-04,Passenger railways,4112,Medium Transacting Categories,,180.33,2.13
2019-04,Travel agencies and tour operators,4722,Medium Transacting Categories,,326.14,1.87
2019-04,Miscellaneous general merchandise,5399,Medium Transacting Categories,,111.19,1.71
2019-04,Department stores,5311,Medium Transacting Categories,,175.91,1.19
2019-04,Theatrical producers (except motion pictures) and ticket agencies,7922,Medium Transacting Categories,,51.0,1.06
2019-04,Dairies,5451,Medium Transacting Categories,,5.56,1.0
2019-04,Securities brokers and dealers,6211,Medium Transacting Categories,,580.82,0.85
2019-04,Direct marketing combination catalogue and retail merchants,5965,All Other Categories,,46.93,0.78
2019-04,"Local and suburban commuter passenger transportation, including ferries",4111,All Other Categories,,11.17,0.75
2019-04,Debit card to wallet credit (Wallet top up),6540,All Other Categories,,35.67,0.75
2019-04,Government services not elsewhere classified,9399,All Other Categories,,46.82,0.74
2019-04,Buying and shopping services and clubs,7278,All Other Categories,,35.97,0.46
2019-04,Financial institutions merchandise and services,6012,All Other Categories,,138.79,0.46
2019-04,Petroleum and petroleum products,5172,All Other Categories,,19.33,0.45
2019-04,Drug stores and pharmacies,5912,All Other Categories,,15.61,0.42
2019-04,General contractors residential and commercial,1520,All Other Categories,,39.84,0.26
2019-04,Others,Others,All Other Categories,,451.93,4.1
2019-04,Total,,All Other Categories,,8805.69,204.28
2019-05,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,1305.1,58.2
2019-05,Groceries and supermarkets,5411,High Transacting Categories,,1584.95,49.89
2019-05,Business services not elsewhere classified,7399,High Transacting Categories,,1599.25,40.01
2019-05,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,180.65,12.64
2019-05,Telecommunication equipment and telephone sales,4812,High Transacting Categories,,249.17,11.74
2019-05,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,783.83,8.21
2019-05,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,133.94,5.73
2019-05,Debt collection agencies,7322,High Transacting Categories,,1750.69,3.84
2019-05,Eating places and restaurants,5812,High Transacting Categories,,60.51,3.83
2019-05,Digital Goods: Games,5816,High Transacting Categories,,67.09,3.12
2019-05,Taxi-cabs and limousines,4121,Medium Transacting Categories,,64.82,2.99
2019-05,Fast food restaurants,5814,Medium Transacting Categories,,56.88,2.71
2019-05,Service stations (with or without ancillary services),5541,Medium Transacting Categories,,72.34,2.62
2019-05,Passenger railways,4112,Medium Transacting Categories,,193.17,2.24
2019-05,Miscellaneous general merchandise,5399,Medium Transacting Categories,,116.56,1.68
2019-05,Travel agencies and tour operators,4722,Medium Transacting Categories,,283.18,1.63
2019-05,Department stores,5311,Medium Transacting Categories,,191.18,1.44
2019-05,Securities brokers and dealers,6211,Medium Transacting Categories,,873.54,1.22
2019-05,Dairies,5451,Medium Transacting Categories,,6.65,1.11
2019-05,"Local and suburban commuter passenger transportation, including ferries",4111,Medium Transacting Categories,,13.27,0.86
2019-05,Debit card to wallet credit (Wallet top up),6540,All Other Categories,,40.13,0.81
2019-05,Direct marketing combination catalogue and retail merchants,5965,All Other Categories,,51.24,0.76
2019-05,Financial institutions merchandise and services,6012,All Other Categories,,241.28,0.7
2019-05,Petroleum and petroleum products,5172,All Other Categories,,23.88,0.55
2019-05,Theatrical producers (except motion pictures) and ticket agencies,7922,All Other Categories,,25.33,0.53
2019-05,Government services not elsewhere classified,9399,All Other Categories,,45.29,0.49
2019-05,Drug stores and pharmacies,5912,All Other Categories,,18.69,0.48
2019-05,General contractors residential and commercial,1520,All Other Categories,,47.24,0.36
2019-05,Railroads,4011,All Other Categories,,7.36,0.29
2019-05,Others,Others,All Other Categories,,501.03,4.21
2019-05,Total,,All Other Categories,,10588.23,224.91
2019-06,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,1284.18,59.85
2019-06,Groceries and supermarkets,5411,High Transacting Categories,,1901.75,57.35
2019-06,Business services not elsewhere classified,7399,High Transacting Categories,,951.05,24.62
2019-06,Debit card to wallet credit (Wallet top up),6540,High Transacting Categories,,823.64,18.75
2019-06,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,212.86,13.25
2019-06,Telecommunication equipment and telephone sales,4812,High Transacting Categories,,266.53,12.57
2019-06,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,945.89,8.09
2019-06,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,153.81,6.62
2019-06,Debt collection agencies,7322,High Transacting Categories,,1892.74,4.12
2019-06,Eating places and restaurants,5812,High Transacting Categories,,57.24,3.64
2019-06,Fast food restaurants,5814,Medium Transacting Categories,,72.37,3.33
2019-06,Digital Goods: Games,5816,Medium Transacting Categories,,69.0,3.23
2019-06,Taxi-cabs and limousines,4121,Medium Transacting Categories,,65.24,3.08
2019-06,Service stations (with or without ancillary services),5541,Medium Transacting Categories,,84.61,2.94
2019-06,Passenger railways,4112,Medium Transacting Categories,,186.99,2.22
2019-06,Miscellaneous general merchandise,5399,Medium Transacting Categories,,129.84,1.84
2019-06,Department stores,5311,Medium Transacting Categories,,205.41,1.73
2019-06,Travel agencies and tour operators,4722,Medium Transacting Categories,,264.31,1.55
2019-06,Securities brokers and dealers,6211,Medium Transacting Categories,,665.26,1.06
2019-06,Dairies,5451,Medium Transacting Categories,,6.79,1.01
2019-06,"Local and suburban commuter passenger transportation, including ferries",4111,All Other Categories,,13.92,0.93
2019-06,Financial institutions merchandise and services,6012,All Other Categories,,325.68,0.9
2019-06,Direct marketing combination catalogue and retail merchants,5965,All Other Categories,,60.62,0.87
2019-06,Petroleum and petroleum products,5172,All Other Categories,,28.87,0.67
2019-06,Government services not elsewhere classified,9399,All Other Categories,,62.88,0.62
2019-06,Drug stores and pharmacies,5912,All Other Categories,,24.59,0.59
2019-06,Theatrical producers (except motion pictures) and ticket agencies,7922,All Other Categories,,25.39,0.54
2019-06,General contractors residential and commercial,1520,All Other Categories,,40.52,0.36
2019-06,Cable and other pay television services,4899,All Other Categories,,20.59,0.34
2019-06,Others,Others,All Other Categories,,519.23,4.64
2019-06,Total,,All Other Categories,,11361.81,241.33
2019-07,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,1119.71,62.73
2019-07,Groceries and supermarkets,5411,High Transacting Categories,,2101.87,62.26
2019-07,Debit card to wallet credit (Wallet top up),6540,High Transacting Categories,,1305.9,30.7
2019-07,Business services not elsewhere classified,7399,High Transacting Categories,,646.52,18.82
2019-07,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,294.2,18.81
2019-07,Telecommunication equipment and telephone sales,4812,High Transacting Categories,,281.13,13.54
2019-07,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,1077.01,8.48
2019-07,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,154.71,7.0
2019-07,Debt collection agencies,7322,High Transacting Categories,,2382.74,5.02
2019-07,Eating places and restaurants,5812,High Transacting Categories,,65.33,4.42
2019-07,Service stations (with or without ancillary services),5541,Medium Transacting Categories,,119.85,4.1
2019-07,Taxi-cabs and limousines,4121,Medium Transacting Categories,,78.16,4.06
2019-07,Fast food restaurants,5814,Medium Transacting Categories,,76.89,3.61
2019-07,Passenger railways,4112,Medium Transacting Categories,,250.78,3.25
2019-07,Digital Goods: Games,5816,Medium Transacting Categories,,72.36,2.78
2019-07,Miscellaneous general merchandise,5399,Medium Transacting Categories,,148.69,2.08
2019-07,Department stores,5311,Medium Transacting Categories,,204.61,1.93
2019-07,Travel agencies and tour operators,4722,Medium Transacting Categories,,256.64,1.5
2019-07,Securities brokers and dealers,6211,Medium Transacting Categories,,870.78,1.38
2019-07,"Local and suburban commuter passenger transportation, including ferries",4111,Medium Transacting Categories,,18.06,1.19
2019-07,Dairies,5451,All Other Categories,,8.18,1.18
2019-07,Financial institutions merchandise and services,6012,All Other Categories,,462.03,1.15
2019-07,Direct marketing combination catalogue and retail merchants,5965,All Other Categories,,68.79,0.99
2019-07,Petroleum and petroleum products,5172,All Other Categories,,35.1,0.84
2019-07,Government services not elsewhere classified,9399,All Other Categories,,138.24,0.78
2019-07,Drug stores and pharmacies,5912,All Other Categories,,29.67,0.76
2019-07,Theatrical producers (except motion pictures) and ticket agencies,7922,All Other Categories,,31.77,0.7
2019-07,Buying and shopping services and clubs,7278,All Other Categories,,38.06,0.57
2019-07,Cable and other pay television services,4899,All Other Categories,,24.79,0.41
2019-07,Others,Others,All Other Categories,,685.39,5.86
2019-07,Total,,All Other Categories,,13047.96,270.91
2019-08,Groceries and supermarkets,5411,High Transacting Categories,,2297.62,69.6
2019-08,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,1165.5,66.47
2019-08,Debit card to wallet credit (Wallet top up),6540,High Transacting Categories,,1410.37,33.22
2019-08,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,371.62,23.5
2019-08,Business services not elsewhere classified,7399,High Transacting Categories,,726.19,17.94
2019-08,Telecommunication equipment and telephone sales,4812,High Transacting Categories,,299.41,14.82
2019-08,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,1062.16,8.8
2019-08,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,183.89,8.51
2019-08,Debt collection agencies,7322,High Transacting Categories,,2703.4,5.74
2019-08,Eating places and restaurants,5812,High Transacting Categories,,80.46,5.01
2019-08,Service stations (with or without ancillary services),5541,Medium Transacting Categories,,135.75,4.41
2019-08,Taxi-cabs and limousines,4121,Medium Transacting Categories,,86.83,4.36
2019-08,Fast food restaurants,5814,Medium Transacting Categories,,76.73,3.64
2019-08,Passenger railways,4112,Medium Transacting Categories,,258.85,3.46
2019-08,Miscellaneous general merchandise,5399,Medium Transacting Categories,,193.91,2.38
2019-08,Digital Goods: Games,5816,Medium Transacting Categories,,73.73,2.34
2019-08,Department stores,5311,Medium Transacting Categories,,177.63,1.88
2019-08,Travel agencies and tour operators,4722,Medium Transacting Categories,,274.98,1.49
2019-08,Securities brokers and dealers,6211,Medium Transacting Categories,,818.91,1.41
2019-08,Financial institutions merchandise and services,6012,Medium Transacting Categories,,592.77,1.4
2019-08,"Local and suburban commuter passenger transportation, including ferries",4111,All Other Categories,,19.09,1.26
2019-08,Dairies,5451,All Other Categories,,8.71,1.11
2019-08,Direct marketing combination catalogue and retail merchants,5965,All Other Categories,,72.32,1.07
2019-08,Petroleum and petroleum products,5172,All Other Categories,,41.0,1.03
2019-08,Government services not elsewhere classified,9399,All Other Categories,,83.97,0.92
2019-08,Drug stores and pharmacies,5912,All Other Categories,,33.95,0.86
2019-08,Theatrical producers (except motion pictures) and ticket agencies,7922,All Other Categories,,24.73,0.51
2019-08,"Digital Goods: Media, Books, Movies, Music",5815,All Other Categories,,23.05,0.51
2019-08,Professional services not elsewhere classified,8999,All Other Categories,,25.32,0.47
2019-08,Others,Others,All Other Categories,,686.74,7.19
2019-08,Total,,All Other Categories,,14009.59,295.3
2019-09,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,3312.2,76.94
2019-09,Groceries and supermarkets,5411,High Transacting Categories,,2447.93,76.17
2019-09,Debit card to wallet credit (Wallet top up),6540,High Transacting Categories,,1472.48,35.17
2019-09,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,459.0,30.05
2019-09,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,375.4,20.32
2019-09,Business services not elsewhere classified,7399,High Transacting Categories,,819.42,19.56
2019-09,Telecommunication equipment and telephone sales,4812,High Transacting Categories,,328.95,16.31
2019-09,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,1068.16,9.16
2019-09,Debt collection agencies,7322,High Transacting Categories,,3101.64,6.44
2019-09,Eating places and restaurants,5812,High Transacting Categories,,93.16,5.84
2019-09,Service stations (with or without ancillary services),5541,Medium Transacting Categories,,172.46,5.47
2019-09,Cable and other pay television services,4899,Medium Transacting Categories,,142.48,5.07
2019-09,Fast food restaurants,5814,Medium Transacting Categories,,106.7,5.05
2019-09,Taxi-cabs and limousines,4121,Medium Transacting Categories,,94.57,4.78
2019-09,Passenger railways,4112,Medium Transacting Categories,,271.15,3.55
2019-09,Miscellaneous general merchandise,5399,Medium Transacting Categories,,206.0,3.1
2019-09,Digital Goods: Games,5816,Medium Transacting Categories,,83.98,2.39
2019-09,Department stores,5311,Medium Transacting Categories,,233.63,2.32
2019-09,Financial institutions merchandise and services,6012,Medium Transacting Categories,,719.33,1.65
2019-09,Travel agencies and tour operators,4722,Medium Transacting Categories,,313.75,1.63
2019-09,Securities brokers and dealers,6211,All Other Categories,,864.38,1.51
2019-09,Petroleum and petroleum products,5172,All Other Categories,,56.16,1.46
2019-09,"Local and suburban commuter passenger transportation, including ferries",4111,All Other Categories,,20.42,1.33
2019-09,Dairies,5451,All Other Categories,,10.22,1.21
2019-09,Government services not elsewhere classified,9399,All Other Categories,,89.03,1.13
2019-09,Direct marketing combination catalogue and retail merchants,5965,All Other Categories,,59.76,1.03
2019-09,Drug stores and pharmacies,5912,All Other Categories,,37.65,0.98
2019-09,"Digital Goods: Media, Books, Movies, Music",5815,All Other Categories,,30.12,0.73
2019-09,Professional services not elsewhere classified,8999,All Other Categories,,29.29,0.58
2019-09,Others,Others,All Other Categories,,834.21,8.87
2019-09,Total,,All Other Categories,,17853.61,349.82
2019-10,Groceries and supermarkets,5411,High Transacting Categories,,2906.26,90.65
2019-10,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,1083.42,58.72
2019-10,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,712.35,41.59
2019-10,Debit card to wallet credit (Wallet top up),6540,High Transacting Categories,,1591.05,39.51
2019-10,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,399.87,23.07
2019-10,Business services not elsewhere classified,7399,High Transacting Categories,,993.38,21.2
2019-10,Telecommunication equipment and telephone sales,4812,High Transacting Categories,,366.19,18.93
2019-10,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,1116.08,10.15
2019-10,Debt collection agencies,7322,High Transacting Categories,,4281.32,8.86
2019-10,Fast food restaurants,5814,High Transacting Categories,,164.0,7.47
2019-10,Eating places and restaurants,5812,Medium Transacting Categories,,113.69,6.99
2019-10,Service stations (with or without ancillary services),5541,Medium Transacting Categories,,227.42,6.5
2019-10,Cable and other pay television services,4899,Medium Transacting Categories,,153.23,5.43
2019-10,Miscellaneous general merchandise,5399,Medium Transacting Categories,,354.47,5.1
2019-10,Taxi-cabs and limousines,4121,Medium Transacting Categories,,97.55,4.62
2019-10,Passenger railways,4112,Medium Transacting Categories,,314.65,4.04
2019-10,Department stores,5311,Medium Transacting Categories,,309.53,3.15
2019-10,Digital Goods: Games,5816,Medium Transacting Categories,,92.42,2.56
2019-10,Petroleum and petroleum products,5172,Medium Transacting Categories,,95.96,2.42
2019-10,Financial institutions merchandise and services,6012,Medium Transacting Categories,,921.0,2.08
2019-10,Travel agencies and tour operators,4722,All Other Categories,,378.81,1.96
2019-10,Securities brokers and dealers,6211,All Other Categories,,1068.29,1.82
2019-10,Dairies,5451,All Other Categories,,12.46,1.25
2019-10,"Local and suburban commuter passenger transportation, including ferries",4111,All Other Categories,,18.82,1.22
2019-10,Direct marketing combination catalogue and retail merchants,5965,All Other Categories,,77.24,1.22
2019-10,Drug stores and pharmacies,5912,All Other Categories,,42.18,1.18
2019-10,Miscellaneous apparel and accessory shops,5699,All Other Categories,,42.91,1.12
2019-10,Government services not elsewhere classified,9399,All Other Categories,,79.13,1.05
2019-10,Bakeries,5462,All Other Categories,,15.35,0.95
2019-10,Others,Others,All Other Categories,,1119.85,11.96
2019-10,Total,,All Other Categories,,19148.87,386.79
2019-11,Groceries and supermarkets,5411,High Transacting Categories,,3268.94,104.6
2019-11,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,955.29,58.88
2019-11,Miscellaneous food shops convenience and speciality retail outlets,5499,High Transacting Categories,,899.43,55.43
2019-11,Debit card to wallet credit (Wallet top up),6540,High Transacting Categories,,1389.74,30.9
